label	1st	2nd	3rd	4th	5th
ลาบทอด	ปลาทูทอด (0.92)	ผัดไทยเกี๊ยวทอด (0.91)	ทอดมันปลา (0.91)	ปลาช่อนทอดส้มตำ (0.91)	แกงส้มปลาช่อน ทอด (0.89)
หมูสะเต๊ะ	แกงป่าหมู (0.99)	หมูสะเด็ด (0.98)	หมูแดดเดียว (0.98)	ผัดไทยหมู (0.95)	แกงเขียวหวานหมู (0.95)
เมี่ยงคำ	ส้มตำไข่เค็ม (0.62)	เมี่ยงชะพลู (0.62)	ข้าวผัดน้ำพริกเผาเนิ้อ (0.60)	แกงจืดหมูสับสาหร่าย (0.59)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.59)
ยำชะพลูกรอบ	ยำผักบุ้งกรอบ (0.97)	ยำกุนเชียง (0.82)	ยำไส้กรอก (0.81)	ยำตะไคร้ (0.81)	ยำหอยนางรม (0.80)
ปลาหมึกนึ่งมะนาว	ปลาช่อนนึ่งมะนาว (0.93)	ปลากะพงนึ่งมะนาว (0.87)	กุ้งนึ่งกระเทียม (0.85)	เนื้อปลากะพงนึ่งมะนาว (0.83)	ปลาหมึกทอดกระเทียมพริกไทย (0.79)
เส้นหมี่ผัดกะเฉด	ผัดผักกะเฉด (0.95)	ผัดผักกะเฉดไฟแดง (0.94)	เส้นหมี่ผัดกะเฉดไก่ (0.93)	เส้นหมี่ผัดกะเฉดทะเล (0.93)	เส้นหมี่ผัดกะเฉดหมู (0.93)
ก๋วยเตี๋ยวราดหน้าหมูนุ่ม	กต.ผัดขี้เมาหมู (0.96)	ผัดไทยหมู (0.90)	กต.ราดหน้าไก่ (0.90)	กต.ราดหน้าปลาหมึก (0.89)	โรตีแกงเขียวหวานหมู (0.89)
ข้าวผัดกุนเชียง	ข้าวผัดหมูยอ (0.99)	ข้าวผัดหนำเลี้ยบ (0.99)	ข้าวผัดน้ำพริกเผาเนิ้อ (0.97)	ข้าวผัดน้ำพริกเผาปลาหมึก (0.91)	ข้าวผัดปลาหมึก (0.91)
ข้าวผัดซีอิ๊วหมู	ข้าวผัดน้ำพริกเผาหมู (0.96)	กต.ผัดซีอิ๊วหมู (0.96)	ข้าวผัดหมู (0.95)	ข้าวผัดเขียวหวานหมู (0.95)	ข้าวผัดซีอิ๊วไก่ (0.91)
ข้าวผัดผงกระหรี่ปลาหมึก	ข้าวผัดผงกระหรี่กุ้ง (0.94)	ปลาหมึกผัดผงกระหรี่ (0.94)	ข้าวผัดผงกระหรี่ไก่ (0.93)	ข้าวผัดผงกระหรี่หมู (0.92)	ข้าวผัดผงกระหรี่เนื้อ (0.90)
ข้าวผัดพริกสดปลาหมึก	ข้าวผัดพริกสดกุ้ง (0.94)	ข้าวผัดพริกสดไก่ (0.92)	ข้าวผัดพริกสดหมู (0.91)	ข้าวผัดน้ำพริกเผาปลาหมึก (0.90)	ข้าวผัดปลาหมึก (0.89)
ข้าวผัดพริกสดหมู	ข้าวผัดพริกสดไก่ (0.93)	ข้าวผัดน้ำพริกเผาหมู (0.92)	ข้าวผัดเขียวหวานหมู (0.92)	ข้าวผัดหมู (0.91)	ข้าวผัดพริกสดปลาหมึก (0.91)
ข้าวผัดพริกสดไก่	ข้าวผัดพริกสดหมู (0.93)	ข้าวผัดพริกสดปลาหมึก (0.92)	ข้าวผัดน้ำพริกเผาไก่ (0.91)	ข้าวผัดเขียวหวานไก่ (0.91)	ข้าวผัดไก่ (0.91)
ข้าวผัดเขียวหวานหมู	ข้าวผัดหมู (1.00)	ข้าวผัดน้ำพริกเผาหมู (0.99)	ข้าวผัดซีอิ๊วหมู (0.95)	กต.ผัดแกงเขียวหวานหมู (0.94)	แกงเขียวหวานหมู (0.93)
ข้าวผัดเขียวหวานเนื้อ	โรตีแกงเขียวหวานเนื้อ (0.92)	ข้าวผัดพริกสดเนื้อ (0.92)	แกงเขียวหวานเนื้อ (0.92)	แกงเขียวหวานเนื้อพริกขี้หนู (0.91)	แกงป่าเนื้อ (0.88)
ข้าวผัดเขียวหวานไก่	ข้าวผัดไก่ (0.99)	ข้าวผัดน้ำพริกเผาไก่ (0.99)	ข้าวผัดซีอิ๊วไก่ (0.95)	กต.ผัดแกงเขียวหวานไก่ (0.92)	ข้าวผัดพริกสดไก่ (0.91)
ข้าวราดหน้าเนื้อน้ำมันหอย	ข้าวราดหน้าหมูน้ำมันหอย (0.88)	เนื้อออสเตรเลียผัดน้ำมันหอย (0.87)	ข้าวราดกะเพราเนื้อปลากะพง (0.87)	ข้าวราดกะเพราเนื้อชัคโรล (0.87)	ข้าวราดไข่เจียวเนื้อปู (0.85)
ข้าวหน้าไก่	ข้าวราดกะเพราไก่ (0.85)	ข้าวหน้าคอหมูย่าง ไข่ดองซีอิ๊ว (0.82)	ข้าวหน้าไก่ทอดกระเทียม (0.81)	ข้าวราดหน้าหมูน้ำมันหอย (0.79)	ข้าวหน้าหมูทอดกระเทียม (0.79)
ข้าวอบเห็ดหอม	เมี่ยงเห็ด (0.94)	ต้มโคล้งเห็ดฟาง (0.90)	ยำเห็ดฟาง (0.83)	ยำเห็ดเข็มทอง (0.80)	ผัดเห็ดเข็มทองน้ำมันหอย (0.76)
ผัดไทยกุ้งสด	ส้มตำกุ้งสด (0.97)	แกงเลียงกุ้งสด (0.97)	ข้าวผัดพริกสดกุ้ง (0.92)	ยำคะน้ากุ้งสด (0.92)	ผัดไทยกุ้งแม่น้ำ (0.91)
ยำปลาดุกฟู	ยำไส้กรอก (0.87)	ยำตะไคร้ (0.87)	ยำกุนเชียง (0.87)	ยำหอยนางรม (0.86)	ยำทูน่า (0.86)
ข้าวผัดน้ำพริกกะปิปลาทูทอด	น้ำพริกกะปิปลาทูทอด (0.96)	ข้าวผัดน้ำพริกลงเรือ (0.90)	ปลาช่อนทอดส้มตำ (0.89)	แกงส้มปลาช่อน ทอด (0.89)	ผัดไทยเกี๊ยวทอด (0.88)
ยำถั่วพลู	ยำตะไคร้ (0.94)	ยำไส้กรอก (0.94)	ยำกุนเชียง (0.94)	ยำหอยนางรม (0.93)	ยำมะม่วง (0.92)
ต้มยำเอ็นหมู	ยำเอ็นหมู (0.93)	แกงเขียวหวานหมู (0.92)	แกงป่าหมู (0.92)	กต.ผัดแกงเขียวหวานหมู (0.91)	ผัดไทยหมู (0.91)
กุ้งผัดหน่อไม้ฝรั่ง	กุ้งผัดหนำเลี๊ยบ (0.99)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.98)	กุ้งผัดพริกขี้หนูสวน (0.98)	ผัดมะกะโรนีกุ้ง (0.97)	ผัดผักรวมมิตรกุ้ง (0.96)
ไก่ห่อใบเตย	มัสมั่นไก่ (0.87)	แกงป่าไก่ (0.86)	ต้มข่าไก่ (0.86)	กะเพราไก่ (0.85)	แกงเขียวหวานไก่ (0.83)
มะม่วงกวน	มะม่วงมะพร้าวปั่น (0.72)	ยำมะม่วง (0.68)	สาคูแคนตาลูป (0.67)	ลิ้นจี่ลอยแก้ว (0.66)	มะม่วงปั่น (0.63)
ข้าวอบสับปะรด	ข้าวอบสัปปะรด (0.90)	สาคูแคนตาลูป (0.69)	ผัดผักรวมมิตรกุ้ง (0.68)	ข้าวผัดพริกสดปลาหมึก (0.67)	ข้าวผัดพริกสดกุ้ง (0.67)
ต้มแซ่บหมูนุ่ม	ต้มแซ่บหมูเด้ง (0.98)	ต้มแซ่บกระดูกหมู (0.95)	ต้มแซบกระดูกหมูอ่อน (0.92)	แกงป่าหมู (0.90)	หมูสะเด็ด (0.90)
ข้าวราดกะเพราหมูกรอบ	ข้าวราดกะเพราปลาหมึก (0.95)	ข้าวราดกะเพราหมู (0.93)	ข้าวราดกะเพราหมูชาบู (0.93)	ข้าวราดกะเพราไก่ (0.92)	ข้าวราดกะเพรากุ้ง (0.92)
ก๋วยเตี๋ยวเนื้อสับ	กต.ราดหน้าเนื้อ (0.95)	โรตีแกงเขียวหวานเนื้อ (0.88)	ลาบเนื้อ (0.88)	แกงเขียวหวานเนื้อ (0.87)	แกงเขียวหวานเนื้อพริกขี้หนู (0.87)
กุ้งกระเบื้อง	กุ้งแกะ 5 ตัว (0.98)	ต้มข่ากุ้ง (0.97)	แกงป่ากุ้ง (0.97)	ทอดมันกุ้ง (0.97)	พล่ากุ้ง (0.96)
น้ำแคนตาลูปปั่น	น้ำแตงโมปั่น (0.99)	น้ำสับปะรดปั่น (0.99)	น้ำลิ้นจี่ปั่น (0.99)	น้ำแก้วมังกรปั่น (0.98)	น้ำมะพร้าวปั่น (0.95)
น้ำแตงโมปั่น	น้ำแคนตาลูปปั่น (0.99)	น้ำลิ้นจี่ปั่น (0.99)	น้ำสับปะรดปั่น (0.99)	น้ำแก้วมังกรปั่น (0.98)	น้ำมะพร้าวปั่น (0.95)
ต้มข่าไก่	มัสมั่นไก่ (0.99)	แกงป่าไก่ (0.99)	แกงเขียวหวานไก่ (0.95)	ผัดไทยไก่ (0.94)	ต้มยำไก่ (0.93)
กุ้งผัดพริกขี้หนูสวน	กุ้งผัดหน่อไม้ฝรั่ง (0.98)	กุ้งผัดหนำเลี๊ยบ (0.97)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.96)	ผัดผักรวมมิตรกุ้ง (0.95)	ผัดมะกะโรนีกุ้ง (0.94)
แกงจืดลูกรอก	แกงจืดไข่น้ำ (0.98)	แกงจืดหมูสับสาหร่าย (0.82)	แกงจืดรวมมิตร (0.82)	แกงจืดผักกาดขาวหมูสับ (0.82)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.81)
ก๋วยเตี๋ยวผัดซีอิ๊วหมู	ข้าวผัดซีอิ๊วหมู (0.96)	กต.ผัดแกงเขียวหวานหมู (0.91)	แกงเขียวหวานหมู (0.90)	แกงเขียวหวานหมูพริกขี้หนู (0.90)	แกงป่าหมู (0.90)
ยำไส้กรอก	ยำกุนเชียง (0.99)	ยำตะไคร้ (0.98)	ยำหอยนางรม (0.97)	ยำทูน่า (0.95)	ยำถั่วพลู (0.94)
น้ำกระเจี๊ยบ	น้ำขิง (0.98)	น้ำมะตูม (0.98)	น้ำเก็กฮวยรสน้ำผึ้ง (0.96)	น้ำปลาเห็ดฟาง (0.95)	น้ำใบเตย (0.94)
น้ำพริกหนุ่มหมูทอด	ขาหมูทอดส้มตำ (0.95)	หมูทอดกระเทียมพริกไทย (0.88)	โรตีแกงเขียวหวานหมู (0.87)	กต.ผัดแกงเขียวหวานหมู (0.87)	แกงเขียวหวานหมู (0.87)
ปลาดุกฟูขี้เมากะเพรากรอบ	ปลาดอรี่ขี้เมากะเพรากรอบ (0.84)	ผัดมะกะโรนีขี้เมากะเพรากรอบกุ้ง (0.79)	ผัดมะกะโรนีขี้เมากะเพรากรอบหมู (0.79)	กะเพราปลาหมึก (0.74)	ยำชะพลูกรอบ (0.72)
แกงเลียงกุ้งสด	ผัดไทยกุ้งสด (0.97)	ส้มตำกุ้งสด (0.96)	ยำคะน้ากุ้งสด (0.91)	ข้าวผัดพริกสดกุ้ง (0.91)	ทอดมันกุ้ง (0.89)
ต้มยำกุ้ง	ต้มยำโป๊ะแตก (0.61)	ต้มยำรวมมิตร (0.59)	กต.ผัดแกงเขียวหวานกุ้ง (0.56)	กุ้งแช่น้ำปลา (0.56)	ผัดไทยกุ้งแม่น้ำ (0.54)
ก๋วยเตี๋ยวหมูสับ	กต.ทรงเครื่อง (0.93)	กต.หลอดทรงเครื่อง (0.89)	กต.ราดหน้าปลาหมึก (0.89)	กต.ผัดขี้เมาหมู (0.88)	กต.ราดหน้าหมูนุ่ม (0.87)
ข้าวผัดมันกุ้ง	ข้าวผัดกุ้ง (0.99)	ข้าวผัดเขียวหวานกุ้ง (0.99)	ข้าวผัดน้ำพริกเผากุ้ง (0.98)	ข้าวผัดซีอิ๊วกุ้ง (0.95)	กต.ผัดแกงเขียวหวานกุ้ง (0.93)
ข้าวผัดอเมริกัน	กุ้งแช่น้ำปลา (0.65)	ไข่เจียวหมูสับ (0.63)	ข้าวผัดน้ำพริกเผาเนิ้อ (0.61)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.60)	ข้าวผัดกุนเชียง (0.60)
สลัดโรล	สลัดแฮม (0.91)	สลัดผักสด (0.89)	สลัดทูน่า (0.87)	สลัดไข่ (0.72)	สลัดปู (0.70)
หมูสะเด็ด	หมูสะเต๊ะ (0.98)	แกงป่าหมู (0.97)	หมูแดดเดียว (0.96)	หมูน้ำตก (0.94)	ผัดไทยหมู (0.94)
แกงส้มชะอมไข่กุ้ง	แกงป่ากุ้ง (0.88)	แกงส้มชะอมไข่ (0.88)	แกงเขียวหวานกุ้ง (0.88)	ทอดมันกุ้ง (0.88)	ไข่เจียวกุ้งสับ (0.88)
ไข่เจียวหมูสับ	ข้าวผัดน้ำพริกเผาเนิ้อ (0.66)	ข้าวผัดกุนเชียง (0.65)	ข้าวผัดหมูยอ (0.65)	ข้าวผัดหนำเลี้ยบ (0.64)	ข้าวผัดน้ำพริกเผาหมู (0.64)
น้ำมะนาวปั่น	น้ำสับปะรดปั่น (0.94)	น้ำแคนตาลูปปั่น (0.94)	น้ำลิ้นจี่ปั่น (0.94)	น้ำมะพร้าวปั่น (0.94)	น้ำแตงโมปั่น (0.94)
น้ำแดงมะนาวโซดา	น้ำเขียวมะนาวโซดา (0.97)	น้ำมะนาวโซดา (0.97)	น้ำมะนาว (0.95)	น้ำอัญชัญมะนาวโซดา (0.94)	น้ำอัญชัญมะนาว (0.91)
ยำคะน้ากุ้งสด	ผัดไทยกุ้งสด (0.92)	ข้าวผัดพริกสดกุ้ง (0.92)	ส้มตำกุ้งสด (0.91)	แกงเลียงกุ้งสด (0.91)	ผัดผักรวมมิตรกุ้ง (0.87)
เต้าหู้ผัดพริกกระเทียม	ปลาหมึกผัดกระเทียม (0.95)	หมูกรอบผัดพริกเกลือ (0.93)	กะหล่ำปลีผัดน้ำปลา (0.90)	ปูนิ่มผัดพริกไทยดำ (0.88)	ปลาหมึกผัดไข่เค็ม (0.88)
แกงจืดเต้าหู้หมูสับสาหร่าย	แกงจืดหมูสับสาหร่าย (0.97)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.93)	แกงจืดผักกาดขาวหมูสับ (0.88)	แกงจืดไข่น้ำ (0.81)	ข้าวต้มหมูสับ (0.80)
คะน้าหมูกรอบ	คะน้าปลาเค็ม (0.87)	กะเพราหมูกรอบ (0.83)	ผัดผักรวมมิตรหมูกรอบ (0.78)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.78)	หมูกรอบผัดพริกเกลือ (0.72)
ปลากะพงทอดน้ำปลา	ปลากะพงทอดกระเทียม (0.96)	ปลากะพงทอดกรอบ (0.95)	แกงส้มเนื้อปลากะพง ทอด (0.91)	เนื้อปลากะพงทอดพริกไทยดำ (0.91)	ปลากะพงผัดฉ่า (0.91)
ถั่วฝักยาวผัดพริกขิงหมูกรอบ	กะหล่ำปลีผัดน้ำปลา (0.96)	ผัดผักรวมมิตรหมูกรอบ (0.94)	หมูกรอบผัดพริกเกลือ (0.93)	ผัดผักบุ้งไฟแดง (0.93)	ปลาหมึกผัดไข่เค็ม (0.92)
ยำวุ้นเส้น	ยำวุ้นเส้นพม่า (0.99)	ยำกุนเชียง (0.92)	ยำไส้กรอก (0.91)	ยำตะไคร้ (0.90)	ยำหอยนางรม (0.90)
ปีกไก่ทอดสมุนไพร	ปีกไก่ทอด (0.95)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.76)	ไก่ทอดกระเทียมพริกไทย (0.64)	โรตีแกงเขียวหวานไก่ (0.62)	โรตีแกงเขียวหวานหมู (0.61)
ออส่วนกระทะร้อน	น้ำตะไคร้ร้อน (0.81)	โอวัลตินร้อน (0.80)	หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน (0.72)	กุ้งส่วนกะทะร้อน (0.70)	น้ำมะตูมร้อน (0.62)
แกงส้มปลาช่อนทอด	ปลาช่อนทอดส้มตำ (0.93)	น้ำพริกกะปิปลาทูทอด (0.90)	ปลาทูทอด (0.90)	ลาบทอด (0.89)	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.89)
ยำตะไคร้	ยำกุนเชียง (0.98)	ยำไส้กรอก (0.98)	ยำหอยนางรม (0.97)	ยำมะม่วง (0.94)	ยำทูน่า (0.94)
ยำวุ้นเส้นพม่า	ยำวุ้นเส้น (0.99)	ยำกุนเชียง (0.90)	ยำไส้กรอก (0.90)	ยำตะไคร้ (0.89)	ยำหอยนางรม (0.89)
ปลากะพงนึ่งมะนาว	ปลากะพงนึ่งบ๊วย (0.95)	ปลากะพงนึ่งซีอิ๊ว (0.93)	เนื้อปลากะพงนึ่งมะนาว (0.92)	ปลากะพงสามรส (0.89)	ปลากะพงแป๊ะซะ (0.89)
น้ำอัญชัญมะนาวโซดา	น้ำอัญชัญมะนาว (0.98)	น้ำมะนาวโซดา (0.96)	น้ำเขียวมะนาวโซดา (0.96)	น้ำแดงมะนาวโซดา (0.94)	น้ำมะนาว (0.93)
กุ้งผัดหนำเลี๊ยบ	กุ้งผัดหน่อไม้ฝรั่ง (0.99)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.98)	กุ้งผัดพริกขี้หนูสวน (0.97)	ผัดมะกะโรนีกุ้ง (0.97)	ผัดผักรวมมิตรกุ้ง (0.95)
ข้าวผัดกุ้ง	ข้าวผัดเขียวหวานกุ้ง (1.00)	ข้าวผัดมันกุ้ง (0.99)	ข้าวผัดน้ำพริกเผากุ้ง (0.99)	ข้าวผัดซีอิ๊วกุ้ง (0.96)	กต.ผัดแกงเขียวหวานกุ้ง (0.94)
ก๋วยเตี๋ยวหลอดลุยสวน	กต.หลอดทรงเครื่อง (0.93)	กต.ทรงเครื่อง (0.87)	กต.หมูสับ (0.84)	กต.ราดหน้าปลาหมึก (0.80)	กต.ผัดขี้เมาหมู (0.79)
คอหมูย่าง	ส้มตำคอหมูย่าง (0.96)	ยำคอหมูย่าง (0.93)	หมูสะเต๊ะ (0.89)	แกงป่าหมู (0.88)	หมูแดดเดียว (0.88)
เมี่ยงชะพลู	กะเพราหมูกรอบ (0.65)	ข้าวราดกะเพราหมูชาบู (0.63)	กะเพราหมู (0.63)	ผัดผักรวมมิตรหมู (0.63)	ข้าวราดกะเพราหมูกรอบ (0.63)
ทอดมันข้าวโพดกุ้งสับ	ไข่เจียวกุ้งสับ (0.96)	ทอดมันกุ้ง (0.96)	ต้มข่ากุ้ง (0.94)	แกงป่ากุ้ง (0.94)	กุ้งแกะ 5 ตัว (0.93)
ผัดผักกะเฉดไฟแดง	ผัดผักกะเฉด (0.99)	เส้นหมี่ผัดกะเฉด (0.94)	เส้นหมี่ผัดกะเฉดไก่ (0.90)	เส้นหมี่ผัดกะเฉดทะเล (0.89)	เส้นหมี่ผัดกะเฉดหมู (0.89)
ปอเปี๊ยะข้าวเหนียวไก่ทอด	ไก่ทอด/ส้มตำ/ข้าวเหนียว (0.78)	ข้าวผัดน้ำพริกเผาหมู (0.77)	โรตีแกงเขียวหวานหมู (0.77)	ข้าวผัดเขียวหวานหมู (0.76)	ขาหมูทอดส้มตำ (0.76)
แกงจืดไข่น้ำ	แกงจืดลูกรอก (0.98)	แกงจืดรวมมิตร (0.85)	แกงจืดหมูสับสาหร่าย (0.84)	แกงจืดผักกาดขาวหมูสับ (0.83)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.83)
แกงเผ็ดยอดมะพร้าวกุ้ง	แกงป่ากุ้ง (0.85)	ทอดมันกุ้ง (0.85)	แกงเขียวหวานกุ้ง (0.84)	ต้มข่ากุ้ง (0.84)	ทอดมันข้าวโพดกุ้งสับ (0.84)
น้ำพริกกะปิปลาทูทอด	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.96)	ปลาทูทอด (0.90)	แกงส้มปลาช่อน ทอด (0.90)	ปลาช่อนทอดส้มตำ (0.90)	ผัดไทยเกี๊ยวทอด (0.88)
มะม่วงมะพร้าวปั่น	มะม่วงปั่น (0.89)	น้ำมะพร้าวปั่น (0.79)	มะยงชิดปั่น (0.76)	น้ำส้มปั่น (0.75)	น้ำมะนาวปั่น (0.72)
ทอดมันกุ้ง	ต้มข่ากุ้ง (0.98)	แกงป่ากุ้ง (0.98)	กุ้งแกะ 5 ตัว (0.97)	พล่ากุ้ง (0.97)	กุ้งกระเบื้อง (0.97)
เบียร์ไฮเนเก้น	เบียร์สิงห์ (0.85)	ไอศครีมช็อกโกแลต (0.48)	กาแฟเย็น (0.48)	ไอศครีมวานิลา (0.45)	กาแฟร้อน (0.45)
แกงเขียวหวานลูกชิ้นปลากราย	โรตีแกงเขียวหวานลูกชิ้นปลากราย (0.98)	แกงป่าปลากราย (0.95)	ข้าวผัดเขียวหวานปลากราย (0.93)	ขนมจีบปลากราย (0.93)	แกงส้มปลาทูน่า (0.87)
น้ำมะพร้าวปั่น	น้ำสับปะรดปั่น (0.95)	น้ำแคนตาลูปปั่น (0.95)	น้ำลิ้นจี่ปั่น (0.95)	น้ำแตงโมปั่น (0.95)	น้ำมะนาวปั่น (0.94)
หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน	หอยแมลงภู่นิวซีแลนด์อบหม้อดิน (0.82)	กุ้งส่วนกะทะร้อน (0.78)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.76)	ออส่วนกระทะร้อน (0.72)	คะน้าฮ่องกงน้ำมันหอย (0.70)
ชามะนาว	น้ำผึ้งมะนาว (0.83)	ชาจีน (0.70)	ชาดำเย็น (0.70)	น้ำอัญชัญมะนาวโซดา (0.67)	ไก่มะนาว (0.67)
จุ๋ยก๊วย	ข้าวผัดอเมริกัน (0.36)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.35)	ไอศครีมวานิลา (0.35)	มะพร้าวอ่อนหวานเย็น (0.35)	ไอศครีมช็อกโกแลต (0.34)
ชาจีน	ชาไทย (0.82)	เฉาก๊วย ชาไทย (0.82)	ไอศครีมชาไทย (0.78)	ชาดำเย็น (0.77)	ชามะนาว (0.70)
เต้าหู้น้ำแดง	น้ำเก็กฮวยรสน้ำผึ้ง (0.89)	น้ำกระเจี๊ยบ (0.89)	น้ำขิง (0.88)	น้ำมะตูม (0.88)	น้ำปลาเห็ดฟาง (0.88)
ปลาดอรี่ขี้เมากะเพรากรอบ	ปลาดุกฟูขี้เมากะเพรากรอบ (0.84)	ข้าวผัดเขียวหวานปลากราย (0.83)	โรตีแกงเขียวหวานลูกชิ้นปลากราย (0.83)	ปลากะพงทอดกรอบ (0.83)	แกงเขียวหวานลูกชิ้นปลากราย (0.83)
เส้นหมี่ผัดกะเฉดกุ้ง	กุ้งผัดหนำเลี๊ยบ (0.93)	เส้นหมี่ผัดกะเฉด (0.93)	กุ้งผัดหน่อไม้ฝรั่ง (0.93)	เส้นหมี่ผัดกะเฉดหมู (0.92)	เส้นหมี่ผัดกะเฉดไก่ (0.92)
ซี่โครงขลุกขลิก	ยำเนื้อออสเตรเลียย่าง (0.59)	ผัดมะกะโรนีขี้เมากะเพรากรอบหมู (0.59)	โรตีแกงเขียวหวานเนื้อ (0.59)	แกงเขียวหวานเนื้อพริกขี้หนู (0.58)	ข้าวต้มหมูสับ (0.58)
ทะเลรวมผัดฉ่า	ห่อหมกทะเล (0.78)	แกงส้มทะเล (0.72)	ผัดไทยทะเล (0.72)	ไข่ตุ๋นต้มยำทะเลหม้อไฟ (0.70)	ข้าวผัดทะเล (0.66)
น้ำส้มปั่น	มะยงชิดปั่น (0.97)	มะม่วงปั่น (0.91)	มะม่วงมะพร้าวปั่น (0.75)	น้ำแคนตาลูปปั่น (0.70)	น้ำแตงโมปั่น (0.69)
เส้นหมี่ผัดกะเฉดหมู	เส้นหมี่ผัดกะเฉดไก่ (0.94)	เส้นหมี่ผัดกะเฉด (0.93)	เส้นหมี่ผัดกะเฉดกุ้ง (0.92)	ผัดผักกะเฉด (0.90)	ผัดผักรวมมิตรหมู (0.89)
