label	1st	2nd	3rd	4th	5th
เนื้อปูผัดผงกะหรี่	ปูนิ่มผัดผงกระหรี่ (0.95)	ข้าวผัดผงกระหรี่หมู (0.93)	กุ้งผัดผงกะหรี่ (0.93)	กุ้งผัดหน่อไม้ฝรั่ง (0.93)	หอยแมลงภู่นิวซีแลนด์ผัดผงกะหรี่ (0.93)
ต้มแซบกระดูกหมูอ่อน	ต้มแซ่บกระดูกหมู (0.96)	คะน้าหมูกรอบ (0.94)	ข้าวต้มกระดูกหมู (0.92)	ปูนิ่มทอดกรอบ (0.91)	น้ำพริกหนุ่มหมูทอด (0.91)
ผัดผักรวมมิตร	ผัดผักรวมมิตรเจ (0.98)	ผัดผักรวมมิตรหมู (0.98)	ผัดผักรวมมิตรกุ้ง (0.97)	ผัดผักรวมมิตรหมูกรอบ (0.96)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.90)
ลาบทอด	ลาบทอดเจ (0.93)	ปลาทูทอด (0.89)	ทอดมันปลา (0.87)	ปลากะพงทอดกรอบ (0.84)	ปลาช่อนทอดส้มตำ (0.84)
หมูสะเต๊ะ	หมูสะเด็ด (0.85)	กะเพราหมูสับเจ (0.84)	กะเพราหมู (0.84)	เส้นหมี่ผัดกะเฉดหมู (0.84)	ผัดมะกะโรนีหมู (0.84)
เมี่ยงคำ	ยำคอหมูย่าง (0.90)	เมี่ยงเห็ด (0.88)	ส้มตำคอหมูย่าง (0.88)	เมี่ยงชะพลู (0.88)	คอหมูย่าง (0.86)
ยำชะพลูกรอบ	ปลากะพงทอดกรอบ (0.89)	กะเพราหมูกรอบ (0.89)	น้ำพริกกะปิปลาทูทอด (0.88)	คะน้าหมูกรอบ (0.88)	ปลากะพงทอดกระเทียม (0.88)
ปลาหมึกนึ่งมะนาว	ปลากะพงนึ่งมะนาว (0.96)	เนื้อปลากะพงนึ่งมะนาว (0.95)	ปลาช่อนนึ่งมะนาว (0.94)	ข้าวหน้าปลาหมึกทอดกระเทียม (0.92)	ปลากะพงนึ่งบ๊วย (0.91)
เส้นหมี่ผัดกะเฉด	เส้นหมี่ผัดกะเฉดเจ (0.99)	เส้นหมี่ผัดกะเฉดไก่ (0.98)	เส้นหมี่ผัดกะเฉดหมู (0.98)	เส้นหมี่ผัดกะเฉดทะเล (0.98)	เส้นหมี่ผัดกะเฉดกุ้ง (0.98)
กต.ราดหน้าหมูนุ่ม	กต.ราดหน้าปลาหมึก (0.95)	ข้าวราดหน้าหมูน้ำมันหอย (0.94)	กต.ราดหน้ากุ้ง (0.94)	น้ำพริกหนุ่มหมูทอด (0.94)	กต.ราดหน้าไก่ (0.93)
ข้าวผัดกุนเชียง	ข้าวผัดเขียวหวานกุ้ง (0.96)	กต.ผัดแกงเขียวหวานกุ้ง (0.95)	ข้าวผัดมันกุ้ง (0.94)	ข้าวผัดน้ำพริกเผากุ้ง (0.93)	ข้าวผัดเขียวหวานเนื้อ (0.93)
ข้าวผัดซีอิ๊วหมู	ข้าวผัดซีอิ๊วปลาหมึก (0.97)	ข้าวผัดซีอิ๊วกุ้ง (0.96)	ข้าวผัดซีอิ๊วไก่ (0.96)	กต.ผัดซีอิ๊วหมู (0.94)	ข้าวผัดหมู (0.94)
ข้าวผัดผงกระหรี่ปลาหมึก	ปลาหมึกผัดผงกระหรี่ (0.99)	ข้าวผัดผงกระหรี่หมู (0.98)	ข้าวผัดผงกระหรี่กุ้ง (0.97)	ข้าวผัดผงกระหรี่ไก่ (0.97)	ข้าวผัดปลาหมึก (0.96)
ข้าวผัดพริกสดปลาหมึก	ข้าวผัดพริกสดหมู (0.97)	ข้าวผัดปลาหมึก (0.97)	ข้าวผัดพริกสดกุ้ง (0.96)	ข้าวผัดพริกสดไก่ (0.95)	ข้าวผัดผงกระหรี่ปลาหมึก (0.95)
ข้าวผัดพริกสดหมู	ข้าวผัดพริกสดปลาหมึก (0.97)	ข้าวผัดพริกสดกุ้ง (0.96)	ข้าวผัดพริกสดไก่ (0.96)	ข้าวผัดน้ำพริกเผาหมู (0.95)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.94)
ข้าวผัดพริกสดไก่	ข้าวผัดพริกสดกุ้ง (0.97)	ข้าวผัดพริกสดหมู (0.96)	ข้าวผัดพริกสดปลาหมึก (0.95)	ข้าวผัดน้ำพริกเผาไก่ (0.95)	ข้าวผัดไก่ (0.94)
ข้าวผัดเขียวหวานหมู	ข้าวผัดเขียวหวานกุ้ง (0.97)	ข้าวผัดเขียวหวานไก่ (0.97)	ข้าวผัดเขียวหวานเนื้อ (0.96)	ข้าวผัดเขียวหวานปลากราย (0.96)	ข้าวราดไข่เจียวหมูสับ (0.95)
ข้าวผัดเขียวหวานเนื้อ	ข้าวผัดเขียวหวานกุ้ง (0.97)	ข้าวผัดเขียวหวานไก่ (0.97)	ข้าวผัดเขียวหวานหมู (0.96)	แกงเขียวหวานเนื้อ (0.96)	ข้าวราดไข่เจียวเนื้อปู (0.95)
ข้าวผัดเขียวหวานไก่	ข้าวผัดเขียวหวานกุ้ง (0.98)	ข้าวผัดเขียวหวานหมู (0.97)	ข้าวผัดเขียวหวานปลากราย (0.97)	ข้าวผัดเขียวหวานเนื้อ (0.97)	ข้าวราดไข่เจียว (0.95)
ข้าวราดหน้าเนื้อน้ำมันหอย	ข้าวราดหน้าหมูน้ำมันหอย (0.98)	กต.ราดหน้าเนื้อ (0.95)	มะพร้าวอ่อนหวานเย็น (0.94)	ข้าวผัดน้ำพริกหนุ่ม (0.93)	ผักกาดขาวน้ำมันหอย (0.93)
ข้าวหน้าไก่	ข้าวหน้าไก่ทอดกระเทียม (0.92)	ข้าวผัดเขียวหวานไก่ (0.92)	ข้าวหน้าคอหมูย่าง ไข่ดองซีอิ๊ว (0.91)	กต.ราดหน้าไก่ (0.91)	ข้าวหน้ากุ้งทอดกระเทียม (0.91)
ข้าวอบเห็ดหอม	ผัดเห็ดเข็มทองน้ำมันหอย (0.90)	ข้าวหน้าหมูทอดกระเทียม (0.89)	ข้าวหน้าคอหมูย่าง ไข่ดองซีอิ๊ว (0.89)	ข้าวหมูกรอบคั่วพริกเกลือ ไข่เป็ดดาว (0.89)	หมูกรอบทอดเจ (0.88)
ผัดไทยกุ้งสด	ผัดผักบุ้งไฟแดง (0.91)	ผัดไทยกุ้งแม่น้ำ (0.91)	ข้าวผัดพริกสดไก่ (0.91)	ผัดไทยเกี๊ยวทอด (0.90)	ข้าวผัดพริกสดกุ้ง (0.90)
ยำปลาดุกฟู	ยำปลาหมึก (0.89)	ต้มโคล้งปลาดุกฟู (0.88)	ปลาดุกฟูขี้เมากะเพรากรอบ (0.88)	กะหล่ำปลีผัดน้ำปลา (0.87)	ปลากะพงทอดน้ำปลา (0.87)
ข้าวผัดน้ำพริกกะปิปลาทูทอด	น้ำพริกกะปิปลาทูทอด (0.98)	ข้าวผัดน้ำพริกเผาเนื้อปลากระพง (0.95)	เนื้อปลากะพงทอดพริกไทยดำ (0.95)	ข้าวผัดพริกสดปลาหมึก (0.95)	เนื้อปูผัดพริกไทยดำ (0.94)
ยำถั่วพลู	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.85)	กะหล่ำปลีผัดน้ำปลา (0.84)	ข้าวผัดน้ำพริกหนุ่ม (0.84)	ยำปลาดุกฟู (0.84)	ปูนิ่มผัดพริกไทยดำ (0.84)
ต้มยำเอ็นหมู	ยำเอ็นหมู (0.95)	หมูน้ำมันหอย (0.93)	ส้มตำคอหมูย่าง (0.92)	เอ็นหมูน้ำแดง (0.92)	ต้มยำเห็ดใส่ยอดมะพร้าวเจ (0.91)
กุ้งผัดหน่อไม้ฝรั่ง	ผัดไทยกุ้งแม่น้ำ (0.94)	กุ้งผัดผงกะหรี่ (0.93)	เนื้อปูผัดผงกะหรี่ (0.93)	ข้าวผัดผงกระหรี่ไก่ (0.93)	ข้าวผัดผงกระหรี่กุ้ง (0.93)
ไก่ห่อใบเตย	ผัดไทยห่อไข่ (0.87)	เส้นหมี่ผัดกะเฉดไก่ (0.85)	ไข่ตุ๋นต้มยำทะเลหม้อไฟ (0.84)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.83)	ไข่เจียวหมูสับ (0.83)
มะม่วงกวน	มะม่วงมะพร้าวปั่น (0.92)	มะม่วงปั่น (0.91)	ไก่มะนาว (0.91)	ยำมะม่วง (0.90)	ปลากะพงนึ่งมะนาว (0.89)
ข้าวอบสับปะรด	ข้าวอบสัปปะรด (0.97)	ทอดมันข้าวโพดกุ้งสับ (0.91)	ข้าวราดไข่เจียวหมูสับ (0.90)	ข้าวหมูกรอบคั่วพริกเกลือ ไข่เป็ดดาว (0.88)	น้ำสับปะรดปั่น (0.88)
ต้มแซ่บหมูนุ่ม	ต้มแซ่บหมูเด้ง (0.92)	ต้มแซ่บกระดูกหมู (0.91)	ต้มแซบกระดูกหมูอ่อน (0.91)	กต.ราดหน้าหมูนุ่ม (0.90)	น้ำพริกหนุ่มหมูทอด (0.89)
ข้าวราดกะเพราหมูกรอบ	ข้าวราดกะเพราหมู (0.98)	ข้าวราดกะเพราหมูชาบู (0.97)	กะเพราหมูกรอบ (0.97)	ปลาดุกฟูขี้เมากะเพรากรอบ (0.96)	ข้าวราดกะเพราปลาหมึก (0.96)
กต.เนื้อสับ	กต.ราดหน้าเนื้อ (0.89)	กต.ผัดซีอิ๊วเนื้อ (0.89)	เนื้อน้ำตก (0.89)	เนื้อออสเตรเลียผัดน้ำมันหอย (0.89)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.88)
กุ้งกระเบื้อง	กุ้งอบเกลือ (0.92)	กุ้งนึ่งกระเทียม (0.92)	กะเพรากุ้ง (0.91)	แกงเผ็ดยอดมะพร้าวกุ้ง (0.91)	ข้าวต้มเนื้อปลากระพง (0.91)
น้ำแคนตาลูปปั่น	น้ำแตงโมปั่น (0.93)	น้ำมะนาวปั่น (0.91)	น้ำสับปะรดปั่น (0.91)	น้ำส้มปั่น (0.89)	กุ้งแช่น้ำปลา (0.89)
น้ำแตงโมปั่น	น้ำแคนตาลูปปั่น (0.93)	น้ำแก้วมังกรปั่น (0.93)	น้ำส้มปั่น (0.91)	ผัดไทยกุ้งแม่น้ำ (0.90)	น้ำมะนาวปั่น (0.90)
ต้มข่าไก่	ต้มข่ากุ้ง (0.93)	ต้มยำไก่ (0.92)	กต.ผัดขี้เมาไก่ (0.90)	ข้าวหน้าไก่ (0.89)	ต้มข่าเนื้อปลากะพง (0.88)
กุ้งผัดพริกขี้หนูสวน	ข้าวผัดพริกสดกุ้ง (0.96)	ข้าวผัดน้ำพริกหนุ่ม (0.95)	ข้าวผัดน้ำพริกเผากุ้ง (0.94)	ข้าวผัดน้ำพริกลงเรือ (0.94)	แกงเขียวหวานเนื้อพริกขี้หนู (0.94)
แกงจืดลูกรอก	หมูกรอบผัดพริกเกลือ (0.90)	หมูกรอบเจคั่วพริกเกลือ (0.89)	แกงจืดผักกาดขาวหมูสับ (0.87)	กุ้งอบเกลือ (0.87)	แกงส้มเนื้อปลากะพง ทอด (0.85)
กต.ผัดซีอิ๊วหมู	กต.ผัดซีอิ๊วกุ้ง (0.95)	กต.ผัดซีอิ๊วไก่ (0.95)	กต.ผัดซีอิ๊วเจ (0.94)	ข้าวผัดซีอิ๊วหมู (0.94)	กต.ผัดซีอิ๊วเนื้อ (0.94)
ยำไส้กรอก	ยำผักบุ้งกรอบ (0.87)	สุกี้ยากี้สูตรโบราณไก่ (0.87)	ยำผักบุ้งกรอบเจ (0.86)	กุ้งทอดกระเทียมพริกไทย (0.86)	ปีกไก่ทอดสมุนไพร (0.86)
น้ำกระเจี๊ยบ	ยำผักบุ้งกรอบเจ (0.90)	น้ำเก็กฮวยรสน้ำผึ้ง (0.89)	เต้าหู้ผัดพริกกระเทียม (0.89)	ผัดมะกะโรนีขี้เมากะเพรากรอบหมู (0.89)	ข้าวผัดน้ำพริกเผาเนื้อปลากระพง (0.89)
น้ำพริกหนุ่มหมูทอด	น้ำพริกหนุ่ม (0.96)	กต.ราดหน้าหมูนุ่ม (0.94)	หมูน้ำมันหอย (0.93)	ข้าวราดหน้าหมูน้ำมันหอย (0.93)	ข้าวผัดน้ำพริกหนุ่ม (0.93)
ปลาดุกฟูขี้เมากะเพรากรอบ	ปลาดอรี่ขี้เมากะเพรากรอบ (0.97)	ข้าวราดกะเพราหมูกรอบ (0.96)	ผัดมะกะโรนีขี้เมากะเพรากรอบหมู (0.96)	ข้าวราดกะเพราปลาหมึก (0.96)	ข้าวราดกะเพราเนื้อปลากะพง (0.96)
แกงเลียงกุ้งสด	แกงเขียวหวานกุ้ง (0.91)	กต.ผัดแกงเขียวหวานกุ้ง (0.91)	แกงส้มกุ้ง (0.91)	แกงส้มปลากะพง ตัว (0.90)	แพนงกุ้ง (0.89)
ต้มยำกุ้ง	กต.ต้มยำกุ้งน้ำข้น (0.96)	ข้าวต้มกุ้ง (0.94)	ต้มข่ากุ้ง (0.94)	ต้มยำไก่ (0.91)	ต้มยำกุ้ง ยอดมะพร้าวอ่อน (0.91)
กต.หมูสับ	แกงจืดหมูสับสาหร่าย (0.87)	ข้าวต้มหมูสับ (0.87)	กต.ผัดขี้เมาหมู (0.87)	แกงจืดเต้าหู้ หมูสับ สาหร่าย (0.86)	กต.เนื้อสับ (0.85)
ข้าวผัดมันกุ้ง	ข้าวผัดกุ้ง (0.97)	ข้าวผัดน้ำพริกเผากุ้ง (0.95)	ข้าวผัดเขียวหวานกุ้ง (0.94)	ข้าวผัดน้ำพริกหนุ่ม (0.94)	ข้าวผัดกุนเชียง (0.94)
ข้าวผัดอเมริกัน	ข้าวผัดน้ำพริกเผาเนิ้อ (0.96)	ข้าวผัดน้ำพริกลงเรือ (0.94)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.94)	ข้าวผัดน้ำพริกเผาหมู (0.94)	ผักกาดขาวน้ำมันหอย (0.94)
สลัดโรล	สลัดไก่ (0.82)	สลัดไข่ (0.82)	สลัดผักสด (0.82)	สลัดปู (0.80)	กต.หลอดลุยสวน (0.79)
หมูสะเด็ด	เส้นหมี่ผัดกะเฉดหมู (0.89)	หมูแดดเดียว (0.88)	เส้นหมี่ผัดกะเฉดทะเล (0.86)	เส้นหมี่ผัดกะเฉด (0.86)	แกงเผ็ดยอดมะพร้าวหมู (0.86)
แกงส้มชะอมไข่กุ้ง	แกงส้มชะอมไข่ (0.98)	แกงส้มเนื้อปลากะพง ไข่ชะอม (0.96)	แกงส้มกุ้ง (0.95)	แกงส้มเนื้อปลากะพง ไม่ทอด (0.94)	แกงส้มเนื้อปลากะพง ทอด (0.92)
ไข่เจียวหมูสับ	ข้าวราดไข่เจียวหมูสับ (0.96)	ไข่เจียวกุ้งสับ (0.94)	แกงจืดหมูสับสาหร่าย (0.91)	ไข่เจียวเนื้อปู (0.90)	ไข่เจียวหอยนางรม (0.90)
น้ำมะนาวปั่น	น้ำมะนาว (0.96)	น้ำมะพร้าวปั่น (0.96)	ปลาช่อนนึ่งมะนาว (0.93)	ยำวุ้นเส้นพม่า (0.92)	น้ำส้มปั่น (0.92)
น้ำแดงมะนาวโซดา	น้ำมะนาวโซดา (0.97)	น้ำเขียวมะนาวโซดา (0.95)	น้ำอัญชัญมะนาวโซดา (0.92)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.90)	น้ำมะนาว (0.90)
ยำคะน้ากุ้งสด	ข้าวหน้ากุ้งทอดกระเทียม (0.92)	ต้มยำเนื้อปลากะพง (0.91)	ยำวุ้นเส้นพม่า (0.91)	ต้มยำกุ้ง ยอดมะพร้าวอ่อน (0.91)	ข้าวผัดน้ำพริกเผากุ้ง (0.91)
เต้าหู้ผัดพริกกระเทียม	ข้าวผัดกระเทียม (0.95)	เต้าหู้ผัดกะเพราเจ (0.95)	ผัดมะกะโรนีขี้เมากะเพรากรอบหมู (0.94)	ข้าวผัดน้ำพริกเผาหมู (0.94)	ปลาหมึกผัดกระเทียม (0.94)
แกงจืดเต้าหู้ หมูสับ สาหร่าย	แกงจืดหมูสับสาหร่าย (0.98)	แกงจืดเต้าหู้สาหร่ายเจ (0.97)	แกงจืดเต้าหู้วุ้นเส้น สาหร่ายเจ (0.96)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.95)	ข้าวราดไข่เจียวหมูสับ (0.94)
คะน้าหมูกรอบ	กะเพราหมูกรอบ (0.94)	ต้มแซบกระดูกหมูอ่อน (0.94)	ข้าวราดกะเพราหมูกรอบ (0.93)	ผัดมะกะโรนีขี้เมากะเพรากรอบหมู (0.93)	ข้าวหน้าหมูทอดกระเทียม (0.93)
ปลากะพงทอดน้ำปลา	เนื้อปลากะพงทอดพริกไทยดำ (0.94)	น้ำพริกกะปิปลาทูทอด (0.94)	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.94)	ต้มยำเนื้อปลากะพง (0.94)	แกงส้มเนื้อปลากะพง ทอด (0.93)
ถั่วฝักยาวผัดพริกขิงหมูกรอบ	ข้าวผัดอเมริกัน (0.94)	ข้าวผัดพริกสดหมู (0.94)	ข้าวผัดพริกสดไก่ (0.94)	ข้าวผัดพริกสดกุ้ง (0.94)	ผัดผักรวมมิตรกุ้ง (0.94)
ยำวุ้นเส้น	ยำวุ้นเส้นเจ (0.97)	ยำวุ้นเส้นพม่า (0.96)	กุ้งอบวุ้นเส้น (0.93)	ลาบวุ้นเส้นกุ้ง (0.93)	ลาบวุ้นเส้นหมู (0.90)
ปีกไก่ทอดสมุนไพร	ไก่ทอดกระเทียมพริกไทย (0.92)	เนื้อปลากะพงทอดพริกไทยดำ (0.92)	ปลาหมึกทอดกระเทียมพริกไทย (0.91)	แกงส้มเนื้อปลากะพง ไม่ทอด (0.91)	ไอศครีมกะทิสด (0.91)
ออส่วนกระทะร้อน	กุ้งส่วนกะทะร้อน (0.94)	มะพร้าวอ่อนหวานเย็น (0.91)	หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน (0.90)	ปูนิ่มทอดกรอบ (0.89)	ต้มยำกุ้ง ยอดมะพร้าวอ่อน (0.87)
แกงส้มปลาช่อน ทอด	ปลาช่อนทอดส้มตำ (0.96)	แกงส้มเนื้อปลากะพง ทอด (0.95)	แกงส้มเนื้อปลากะพง ไม่ทอด (0.95)	แกงส้มเนื้อปลากะพง ไข่ชะอม (0.93)	แกงส้มปลาทูน่า (0.92)
ยำตะไคร้	น้ำตะไคร้ (0.94)	ต้มยำโป๊ะแตก (0.88)	น้ำตะไคร้ร้อน (0.87)	ต้มยำไก่ (0.87)	ไข่ตุ๋นต้มยำทะเลหม้อไฟ (0.86)
ยำวุ้นเส้นพม่า	ยำวุ้นเส้น (0.96)	น้ำมะพร้าวปั่น (0.94)	ข้าวราดหน้าเนื้อน้ำมันหอย (0.93)	น้ำมะนาวปั่น (0.92)	ยำวุ้นเส้นเจ (0.92)
ปลากะพงนึ่งมะนาว	เนื้อปลากะพงนึ่งมะนาว (0.98)	ปลาหมึกนึ่งมะนาว (0.96)	ปลากะพงนึ่งบ๊วย (0.95)	ปลาช่อนนึ่งมะนาว (0.94)	ปลากะพงนึ่งซีอิ๊ว (0.94)
น้ำอัญชัญมะนาวโซดา	น้ำอัญชัญมะนาว (0.97)	น้ำมะนาวโซดา (0.93)	น้ำเขียวมะนาวโซดา (0.92)	น้ำแดงมะนาวโซดา (0.92)	ผักกาดขาวน้ำมันหอย (0.90)
กุ้งผัดหนำเลี๊ยบ	ข้าวผัดหนำเลี้ยบ (0.95)	หอยแมลงภู่นิวซีแลนด์ผัดผงกะหรี่ (0.93)	ข้าวผัดกุนเชียง (0.92)	เส้นหมี่ผัดกะเฉดกุ้ง (0.92)	เนื้อปูผัดผงกะหรี่ (0.91)
ข้าวผัดกุ้ง	ข้าวผัดมันกุ้ง (0.97)	ข้าวผัดน้ำพริกเผากุ้ง (0.96)	ข้าวผัดพริกสดกุ้ง (0.95)	ข้าวผัดซีอิ๊วกุ้ง (0.95)	ข้าวผัดผงกระหรี่กุ้ง (0.95)
กต.หลอดลุยสวน	หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน (0.88)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.87)	กต.หลอดเจ (0.87)	หอยแมลงภู่นิวซีแลนด์อบหม้อดิน (0.87)	กต.ราดหน้าทะเล (0.86)
คอหมูย่าง	ยำคอหมูย่าง (0.98)	ส้มตำคอหมูย่าง (0.95)	ข้าวหน้าคอหมูย่าง ไข่ดองซีอิ๊ว (0.93)	แกงจืดหมูสับสาหร่าย (0.89)	แกงป่าหมู (0.89)
เมี่ยงชะพลู	กุ้งนึ่งกระเทียม (0.89)	ปลากะพงทอดกระเทียม (0.89)	ต้มยำเนื้อปลากะพง (0.88)	ปลากะพงนึ่งซีอิ๊ว (0.88)	เมี่ยงคำ (0.88)
ทอดมันข้าวโพดกุ้งสับ	ทอดมันกุ้ง (0.94)	ทอดมันข้าวโพดเจ (0.94)	ข้าวผัดมันกุ้ง (0.93)	ข้าวผัดพริกสดกุ้ง (0.93)	ข้าวหน้ากุ้งทอดกระเทียม (0.92)
ผัดผักกะเฉดไฟแดง	ผัดผักกะเฉด (0.95)	ผัดผักบุ้งไฟแดง (0.94)	ผัดขนมผักกาดเจ (0.91)	ผัดผักบุ้ง เจ (0.89)	ผัดไทยกุ้งสด (0.88)
ปอเปี๊ยะข้าวเหนียวไก่ทอด	ข้าวราดไข่เจียวเนื้อปู (0.95)	ข้าวหน้าไก่ทอดกระเทียม (0.94)	แกงเขียวหวานยอดมะพร้าวเจ (0.94)	ไข่เจียวเนื้อปู (0.93)	ไข่เจียวหอยนางรม (0.93)
แกงจืดไข่น้ำ	ผัดไทยกุ้งแม่น้ำ (0.89)	แพนงไก่ (0.87)	แกงส้มเนื้อปลากะพง ไม่ทอด (0.87)	น้ำแก้วมังกรปั่น (0.86)	แกงจืดผักกาดขาวหมูสับ (0.86)
แกงเผ็ดยอดมะพร้าวกุ้ง	แกงเผ็ดยอดมะพร้าวหมู (0.97)	แกงเผ็ดยอดมะพร้าวเจ (0.97)	ข้าวผัดพริกสดกุ้ง (0.94)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.94)	ข้าวผัดน้ำพริกเผาเนื้อปลากระพง (0.94)
น้ำพริกกะปิปลาทูทอด	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.98)	เนื้อปลากะพงทอดพริกไทยดำ (0.95)	ปลากะพงทอดน้ำปลา (0.94)	น้ำพริกกะปิ (0.93)	ปูนิ่มทอดกระเทียม (0.93)
มะม่วงมะพร้าวปั่น	มะม่วงปั่น (0.96)	น้ำมะพร้าวปั่น (0.94)	น้ำมะพร้าว (0.93)	มะม่วงกวน (0.92)	ปลากะพงนึ่งมะนาว (0.92)
ทอดมันกุ้ง	ทอดมันข้าวโพดกุ้งสับ (0.94)	แกงส้มปลาช่อน ทอด (0.92)	แกงส้มเนื้อปลากะพง ทอด (0.91)	แกงส้มเนื้อปลากะพง ไม่ทอด (0.91)	ข้าวหน้ากุ้งทอดกระเทียม (0.91)
เบียร์ไฮเนเก้น	โรตีแกงเขียวหวานเนื้อ (0.88)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.88)	แกงเขียวหวานเนื้อ (0.87)	กะเพราเนื้อ (0.86)	แกงเขียวหวานเนื้อพริกขี้หนู (0.86)
แกงเขียวหวานลูกชิ้นปลากราย	แกงเขียวหวานเนื้อพริกขี้หนู (0.95)	ข้าวผัดเขียวหวานปลากราย (0.95)	แกงเขียวหวานกุ้ง (0.95)	แกงเขียวหวานหมูพริกขี้หนู (0.94)	เฉาก๊วย ลูกชิด ขนุน (0.94)
น้ำมะพร้าวปั่น	น้ำมะพร้าว (0.96)	น้ำมะนาวปั่น (0.96)	มะม่วงมะพร้าวปั่น (0.94)	ยำวุ้นเส้นพม่า (0.94)	ข้าวผัดน้ำพริกหนุ่ม (0.93)
หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.97)	หอยแมลงภู่นิวซีแลนด์อบหม้อดิน (0.96)	หอยแมลงภู่นิวซีแลนด์ผัดผงกะหรี่ (0.95)	มะพร้าวอ่อนหวานเย็น (0.93)	กุ้งส่วนกะทะร้อน (0.92)
ชามะนาว	น้ำมะนาว (0.90)	น้ำมะนาวโซดา (0.90)	ไก่มะนาว (0.88)	ปลาช่อนนึ่งมะนาว (0.87)	น้ำเขียวมะนาวโซดา (0.86)
จุ๋ยก๊วย	แปะก๋วยซอง (0.82)	แปะก๋วยกระปุก (0.81)	แปะก๋วย 3 ซอง (0.81)	แปะก๋วย 3 กระปุก (0.81)	ไข่เจียวหอยนางรม (0.80)
