label	1st	2nd	3rd	4th	5th
ผัดผักรวมมิตร	ผัดผักรวมมิตรหมูกรอบ (0.97)	ผัดผักรวมมิตรหมู (0.86)	ผัดผักรวมมิตรกุ้ง (0.86)	กะหล่ำปลีผัดน้ำปลา (0.83)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.82)
ลาบทอด	ปลาทูทอด (0.84)	ผัดไทยเกี๊ยวทอด (0.82)	ทอดมันปลา (0.82)	ปลาช่อนทอดส้มตำ (0.82)	แกงส้มปลาช่อน ทอด (0.78)
หมูสะเต๊ะ	แกงป่าหมู (0.97)	หมูสะเด็ด (0.97)	หมูแดดเดียว (0.96)	ผัดไทยหมู (0.91)	แกงเขียวหวานหมู (0.90)
เมี่ยงคำ	ส้มตำไข่เค็ม (0.24)	เมี่ยงชะพลู (0.24)	ข้าวผัดน้ำพริกเผาเนิ้อ (0.20)	แกงจืดหมูสับสาหร่าย (0.19)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.18)
ยำชะพลูกรอบ	ยำผักบุ้งกรอบ (0.95)	ยำกุนเชียง (0.64)	ยำไส้กรอก (0.62)	ยำตะไคร้ (0.62)	ยำหอยนางรม (0.61)
ปลาหมึกนึ่งมะนาว	ปลาช่อนนึ่งมะนาว (0.86)	ปลากะพงนึ่งมะนาว (0.74)	กุ้งนึ่งกระเทียม (0.69)	เนื้อปลากะพงนึ่งมะนาว (0.65)	ปลาหมึกทอดกระเทียมพริกไทย (0.58)
เส้นหมี่ผัดกะเฉด	ผัดผักกะเฉด (0.90)	ผัดผักกะเฉดไฟแดง (0.89)	เส้นหมี่ผัดกะเฉดไก่ (0.86)	เส้นหมี่ผัดกะเฉดทะเล (0.86)	เส้นหมี่ผัดกะเฉดหมู (0.86)
ก๋วยเตี๋ยวราดหน้าหมูนุ่ม	กต.ผัดขี้เมาหมู (0.92)	ผัดไทยหมู (0.81)	กต.ราดหน้าไก่ (0.80)	กต.ราดหน้าปลาหมึก (0.78)	โรตีแกงเขียวหวานหมู (0.77)
ข้าวผัดกุนเชียง	ข้าวผัดหมูยอ (0.98)	ข้าวผัดหนำเลี้ยบ (0.98)	ข้าวผัดน้ำพริกเผาเนิ้อ (0.94)	ข้าวผัดน้ำพริกเผาปลาหมึก (0.83)	ข้าวผัดปลาหมึก (0.82)
ข้าวผัดซีอิ๊วหมู	ข้าวผัดน้ำพริกเผาหมู (0.92)	กต.ผัดซีอิ๊วหมู (0.91)	ข้าวผัดหมู (0.91)	ข้าวผัดเขียวหวานหมู (0.91)	ข้าวผัดซีอิ๊วไก่ (0.83)
ข้าวผัดผงกระหรี่ปลาหมึก	ข้าวผัดผงกระหรี่กุ้ง (0.89)	ปลาหมึกผัดผงกระหรี่ (0.88)	ข้าวผัดผงกระหรี่ไก่ (0.86)	ข้าวผัดผงกระหรี่หมู (0.85)	ข้าวผัดผงกระหรี่เนื้อ (0.80)
ข้าวผัดพริกสดปลาหมึก	ข้าวผัดพริกสดกุ้ง (0.88)	ข้าวผัดพริกสดไก่ (0.84)	ข้าวผัดพริกสดหมู (0.82)	ข้าวผัดน้ำพริกเผาปลาหมึก (0.80)	ข้าวผัดปลาหมึก (0.78)
ข้าวผัดพริกสดหมู	ข้าวผัดพริกสดไก่ (0.86)	ข้าวผัดน้ำพริกเผาหมู (0.85)	ข้าวผัดเขียวหวานหมู (0.84)	ข้าวผัดหมู (0.83)	ข้าวผัดพริกสดปลาหมึก (0.82)
ข้าวผัดพริกสดไก่	ข้าวผัดพริกสดหมู (0.86)	ข้าวผัดพริกสดปลาหมึก (0.84)	ข้าวผัดน้ำพริกเผาไก่ (0.83)	ข้าวผัดเขียวหวานไก่ (0.82)	ข้าวผัดไก่ (0.81)
ข้าวผัดเขียวหวานหมู	ข้าวผัดหมู (0.99)	ข้าวผัดน้ำพริกเผาหมู (0.98)	ข้าวผัดซีอิ๊วหมู (0.91)	กต.ผัดแกงเขียวหวานหมู (0.88)	แกงเขียวหวานหมู (0.86)
ข้าวผัดเขียวหวานเนื้อ	โรตีแกงเขียวหวานเนื้อ (0.85)	ข้าวผัดพริกสดเนื้อ (0.84)	แกงเขียวหวานเนื้อ (0.84)	แกงเขียวหวานเนื้อพริกขี้หนู (0.83)	แกงป่าเนื้อ (0.77)
ข้าวผัดเขียวหวานไก่	ข้าวผัดไก่ (0.99)	ข้าวผัดน้ำพริกเผาไก่ (0.97)	ข้าวผัดซีอิ๊วไก่ (0.89)	กต.ผัดแกงเขียวหวานไก่ (0.85)	ข้าวผัดพริกสดไก่ (0.82)
ข้าวราดหน้าเนื้อน้ำมันหอย	ข้าวราดหน้าหมูน้ำมันหอย (0.77)	เนื้อออสเตรเลียผัดน้ำมันหอย (0.75)	ข้าวราดกะเพราเนื้อปลากะพง (0.73)	ข้าวราดกะเพราเนื้อชัคโรล (0.73)	ข้าวราดไข่เจียวเนื้อปู (0.70)
ข้าวหน้าไก่	ข้าวราดกะเพราไก่ (0.71)	ข้าวหน้าคอหมูย่าง ไข่ดองซีอิ๊ว (0.63)	ข้าวหน้าไก่ทอดกระเทียม (0.63)	ข้าวราดหน้าหมูน้ำมันหอย (0.59)	ข้าวหน้าหมูทอดกระเทียม (0.59)
ข้าวอบเห็ดหอม	เมี่ยงเห็ด (0.88)	ต้มโคล้งเห็ดฟาง (0.81)	ยำเห็ดฟาง (0.67)	ยำเห็ดเข็มทอง (0.60)	ผัดเห็ดเข็มทองน้ำมันหอย (0.52)
ผัดไทยกุ้งสด	ส้มตำกุ้งสด (0.94)	แกงเลียงกุ้งสด (0.94)	ข้าวผัดพริกสดกุ้ง (0.84)	ยำคะน้ากุ้งสด (0.83)	ผัดไทยกุ้งแม่น้ำ (0.81)
ยำปลาดุกฟู	ยำไส้กรอก (0.75)	ยำตะไคร้ (0.74)	ยำกุนเชียง (0.74)	ยำหอยนางรม (0.73)	ยำทูน่า (0.71)
ข้าวผัดน้ำพริกกะปิปลาทูทอด	น้ำพริกกะปิปลาทูทอด (0.92)	ข้าวผัดน้ำพริกลงเรือ (0.79)	ปลาช่อนทอดส้มตำ (0.78)	แกงส้มปลาช่อน ทอด (0.77)	ผัดไทยเกี๊ยวทอด (0.76)
ยำถั่วพลู	ยำตะไคร้ (0.88)	ยำไส้กรอก (0.87)	ยำกุนเชียง (0.87)	ยำหอยนางรม (0.85)	ยำมะม่วง (0.85)
ต้มยำเอ็นหมู	ยำเอ็นหมู (0.87)	แกงเขียวหวานหมู (0.85)	แกงป่าหมู (0.83)	กต.ผัดแกงเขียวหวานหมู (0.82)	ผัดไทยหมู (0.81)
กุ้งผัดหน่อไม้ฝรั่ง	กุ้งผัดหนำเลี๊ยบ (0.99)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.96)	กุ้งผัดพริกขี้หนูสวน (0.96)	ผัดมะกะโรนีกุ้ง (0.94)	ผัดผักรวมมิตรกุ้ง (0.92)
ไก่ห่อใบเตย	มัสมั่นไก่ (0.73)	แกงป่าไก่ (0.73)	ต้มข่าไก่ (0.73)	กะเพราไก่ (0.71)	แกงเขียวหวานไก่ (0.67)
มะม่วงกวน	มะม่วงมะพร้าวปั่น (0.43)	ยำมะม่วง (0.37)	สาคูแคนตาลูป (0.35)	ลิ้นจี่ลอยแก้ว (0.31)	มะม่วงปั่น (0.25)
ข้าวอบสับปะรด	ข้าวอบสัปปะรด (0.81)	สาคูแคนตาลูป (0.39)	ผัดผักรวมมิตรกุ้ง (0.35)	ข้าวผัดพริกสดปลาหมึก (0.34)	ข้าวผัดพริกสดกุ้ง (0.34)
ต้มแซ่บหมูนุ่ม	ต้มแซ่บหมูเด้ง (0.96)	ต้มแซ่บกระดูกหมู (0.90)	ต้มแซบกระดูกหมูอ่อน (0.85)	แกงป่าหมู (0.79)	หมูสะเด็ด (0.79)
ข้าวราดกะเพราหมูกรอบ	ข้าวราดกะเพราปลาหมึก (0.91)	ข้าวราดกะเพราหมู (0.87)	ข้าวราดกะเพราหมูชาบู (0.86)	ข้าวราดกะเพราไก่ (0.85)	ข้าวราดกะเพรากุ้ง (0.83)
ก๋วยเตี๋ยวเนื้อสับ	กต.ราดหน้าเนื้อ (0.91)	โรตีแกงเขียวหวานเนื้อ (0.75)	ลาบเนื้อ (0.75)	แกงเขียวหวานเนื้อ (0.74)	แกงเขียวหวานเนื้อพริกขี้หนู (0.73)
กุ้งกระเบื้อง	กุ้งแกะ 5 ตัว (0.95)	ต้มข่ากุ้ง (0.94)	แกงป่ากุ้ง (0.94)	ทอดมันกุ้ง (0.93)	พล่ากุ้ง (0.92)
น้ำแคนตาลูปปั่น	น้ำแตงโมปั่น (0.99)	น้ำสับปะรดปั่น (0.98)	น้ำลิ้นจี่ปั่น (0.98)	น้ำแก้วมังกรปั่น (0.95)	น้ำมะพร้าวปั่น (0.89)
น้ำแตงโมปั่น	น้ำแคนตาลูปปั่น (0.99)	น้ำลิ้นจี่ปั่น (0.98)	น้ำสับปะรดปั่น (0.98)	น้ำแก้วมังกรปั่น (0.96)	น้ำมะพร้าวปั่น (0.89)
ต้มข่าไก่	มัสมั่นไก่ (0.98)	แกงป่าไก่ (0.97)	แกงเขียวหวานไก่ (0.90)	ผัดไทยไก่ (0.88)	ต้มยำไก่ (0.86)
กุ้งผัดพริกขี้หนูสวน	กุ้งผัดหน่อไม้ฝรั่ง (0.96)	กุ้งผัดหนำเลี๊ยบ (0.95)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.93)	ผัดผักรวมมิตรกุ้ง (0.90)	ผัดมะกะโรนีกุ้ง (0.89)
แกงจืดลูกรอก	แกงจืดไข่น้ำ (0.96)	แกงจืดหมูสับสาหร่าย (0.64)	แกงจืดรวมมิตร (0.64)	แกงจืดผักกาดขาวหมูสับ (0.64)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.61)
ก๋วยเตี๋ยวผัดซีอิ๊วหมู	ข้าวผัดซีอิ๊วหมู (0.91)	กต.ผัดแกงเขียวหวานหมู (0.82)	แกงเขียวหวานหมู (0.80)	แกงเขียวหวานหมูพริกขี้หนู (0.80)	แกงป่าหมู (0.79)
ยำไส้กรอก	ยำกุนเชียง (0.97)	ยำตะไคร้ (0.95)	ยำหอยนางรม (0.94)	ยำทูน่า (0.91)	ยำถั่วพลู (0.87)
น้ำกระเจี๊ยบ	น้ำขิง (0.96)	น้ำมะตูม (0.96)	น้ำเก็กฮวยรสน้ำผึ้ง (0.91)	น้ำปลาเห็ดฟาง (0.90)	น้ำใบเตย (0.89)
น้ำพริกหนุ่มหมูทอด	ขาหมูทอดส้มตำ (0.90)	หมูทอดกระเทียมพริกไทย (0.75)	โรตีแกงเขียวหวานหมู (0.75)	กต.ผัดแกงเขียวหวานหมู (0.74)	แกงเขียวหวานหมู (0.74)
ปลาดุกฟูขี้เมากะเพรากรอบ	ปลาดอรี่ขี้เมากะเพรากรอบ (0.68)	ผัดมะกะโรนีขี้เมากะเพรากรอบกุ้ง (0.59)	ผัดมะกะโรนีขี้เมากะเพรากรอบหมู (0.59)	กะเพราปลาหมึก (0.47)	ยำชะพลูกรอบ (0.45)
แกงเลียงกุ้งสด	ผัดไทยกุ้งสด (0.94)	ส้มตำกุ้งสด (0.92)	ยำคะน้ากุ้งสด (0.81)	ข้าวผัดพริกสดกุ้ง (0.81)	ทอดมันกุ้ง (0.78)
ต้มยำกุ้ง	ต้มยำโป๊ะแตก (0.22)	ต้มยำรวมมิตร (0.17)	กต.ผัดแกงเขียวหวานกุ้ง (0.13)	กุ้งแช่น้ำปลา (0.12)	ผัดไทยกุ้งแม่น้ำ (0.08)
ก๋วยเตี๋ยวหมูสับ	กต.ทรงเครื่อง (0.85)	กต.หลอดทรงเครื่อง (0.78)	กต.ราดหน้าปลาหมึก (0.78)	กต.ผัดขี้เมาหมู (0.76)	กต.ราดหน้าหมูนุ่ม (0.75)
ข้าวผัดมันกุ้ง	ข้าวผัดกุ้ง (0.98)	ข้าวผัดเขียวหวานกุ้ง (0.98)	ข้าวผัดน้ำพริกเผากุ้ง (0.96)	ข้าวผัดซีอิ๊วกุ้ง (0.91)	กต.ผัดแกงเขียวหวานกุ้ง (0.86)
ข้าวผัดอเมริกัน	กุ้งแช่น้ำปลา (0.30)	ไข่เจียวหมูสับ (0.26)	ข้าวผัดน้ำพริกเผาเนิ้อ (0.22)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.21)	ข้าวผัดกุนเชียง (0.21)
สลัดโรล	สลัดแฮม (0.82)	สลัดผักสด (0.79)	สลัดทูน่า (0.74)	สลัดไข่ (0.43)	สลัดปู (0.40)
หมูสะเด็ด	หมูสะเต๊ะ (0.97)	แกงป่าหมู (0.95)	หมูแดดเดียว (0.93)	หมูน้ำตก (0.87)	ผัดไทยหมู (0.87)
แกงส้มชะอมไข่กุ้ง	แกงป่ากุ้ง (0.77)	แกงส้มชะอมไข่ (0.77)	แกงเขียวหวานกุ้ง (0.76)	ทอดมันกุ้ง (0.76)	ไข่เจียวกุ้งสับ (0.75)
ไข่เจียวหมูสับ	ข้าวผัดน้ำพริกเผาเนิ้อ (0.32)	ข้าวผัดกุนเชียง (0.31)	ข้าวผัดหมูยอ (0.31)	ข้าวผัดหนำเลี้ยบ (0.28)	ข้าวผัดน้ำพริกเผาหมู (0.27)
น้ำมะนาวปั่น	น้ำสับปะรดปั่น (0.89)	น้ำแคนตาลูปปั่น (0.88)	น้ำลิ้นจี่ปั่น (0.88)	น้ำมะพร้าวปั่น (0.88)	น้ำแตงโมปั่น (0.87)
น้ำแดงมะนาวโซดา	น้ำเขียวมะนาวโซดา (0.94)	น้ำมะนาวโซดา (0.94)	น้ำมะนาว (0.90)	น้ำอัญชัญมะนาวโซดา (0.88)	น้ำอัญชัญมะนาว (0.82)
ยำคะน้ากุ้งสด	ผัดไทยกุ้งสด (0.83)	ข้าวผัดพริกสดกุ้ง (0.83)	ส้มตำกุ้งสด (0.83)	แกงเลียงกุ้งสด (0.81)	ผัดผักรวมมิตรกุ้ง (0.74)
เต้าหู้ผัดพริกกระเทียม	ปลาหมึกผัดกระเทียม (0.90)	หมูกรอบผัดพริกเกลือ (0.87)	กะหล่ำปลีผัดน้ำปลา (0.80)	ปูนิ่มผัดพริกไทยดำ (0.75)	ปลาหมึกผัดไข่เค็ม (0.75)
แกงจืดเต้าหู้หมูสับสาหร่าย	แกงจืดหมูสับสาหร่าย (0.94)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.87)	แกงจืดผักกาดขาวหมูสับ (0.76)	แกงจืดไข่น้ำ (0.62)	ข้าวต้มหมูสับ (0.60)
คะน้าหมูกรอบ	คะน้าปลาเค็ม (0.74)	กะเพราหมูกรอบ (0.65)	ผัดผักรวมมิตรหมูกรอบ (0.57)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.55)	หมูกรอบผัดพริกเกลือ (0.44)
ปลากะพงทอดน้ำปลา	ปลากะพงทอดกระเทียม (0.91)	ปลากะพงทอดกรอบ (0.90)	แกงส้มเนื้อปลากะพง ทอด (0.83)	เนื้อปลากะพงทอดพริกไทยดำ (0.82)	ปลากะพงผัดฉ่า (0.82)
ถั่วฝักยาวผัดพริกขิงหมูกรอบ	กะหล่ำปลีผัดน้ำปลา (0.92)	ผัดผักรวมมิตรหมูกรอบ (0.88)	หมูกรอบผัดพริกเกลือ (0.87)	ผัดผักบุ้งไฟแดง (0.87)	ปลาหมึกผัดไข่เค็ม (0.85)
ยำวุ้นเส้น	ยำวุ้นเส้นพม่า (0.98)	ยำกุนเชียง (0.83)	ยำไส้กรอก (0.82)	ยำตะไคร้ (0.81)	ยำหอยนางรม (0.80)
ปีกไก่ทอดสมุนไพร	ปีกไก่ทอด (0.91)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.51)	ไก่ทอดกระเทียมพริกไทย (0.28)	โรตีแกงเขียวหวานไก่ (0.23)	โรตีแกงเขียวหวานหมู (0.22)
ออส่วนกระทะร้อน	น้ำตะไคร้ร้อน (0.63)	โอวัลตินร้อน (0.59)	หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน (0.44)	กุ้งส่วนกะทะร้อน (0.39)	น้ำมะตูมร้อน (0.24)
แกงส้มปลาช่อนทอด	ปลาช่อนทอดส้มตำ (0.87)	น้ำพริกกะปิปลาทูทอด (0.80)	ปลาทูทอด (0.79)	ลาบทอด (0.78)	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.77)
ยำตะไคร้	ยำกุนเชียง (0.96)	ยำไส้กรอก (0.95)	ยำหอยนางรม (0.93)	ยำมะม่วง (0.89)	ยำทูน่า (0.88)
ยำวุ้นเส้นพม่า	ยำวุ้นเส้น (0.98)	ยำกุนเชียง (0.81)	ยำไส้กรอก (0.80)	ยำตะไคร้ (0.79)	ยำหอยนางรม (0.78)
ปลากะพงนึ่งมะนาว	ปลากะพงนึ่งบ๊วย (0.90)	ปลากะพงนึ่งซีอิ๊ว (0.87)	เนื้อปลากะพงนึ่งมะนาว (0.85)	ปลากะพงสามรส (0.79)	ปลากะพงแป๊ะซะ (0.78)
น้ำอัญชัญมะนาวโซดา	น้ำอัญชัญมะนาว (0.96)	น้ำมะนาวโซดา (0.92)	น้ำเขียวมะนาวโซดา (0.92)	น้ำแดงมะนาวโซดา (0.88)	น้ำมะนาว (0.87)
กุ้งผัดหนำเลี๊ยบ	กุ้งผัดหน่อไม้ฝรั่ง (0.99)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.95)	กุ้งผัดพริกขี้หนูสวน (0.95)	ผัดมะกะโรนีกุ้ง (0.93)	ผัดผักรวมมิตรกุ้ง (0.91)
ข้าวผัดกุ้ง	ข้าวผัดเขียวหวานกุ้ง (0.99)	ข้าวผัดมันกุ้ง (0.98)	ข้าวผัดน้ำพริกเผากุ้ง (0.98)	ข้าวผัดซีอิ๊วกุ้ง (0.92)	กต.ผัดแกงเขียวหวานกุ้ง (0.88)
ก๋วยเตี๋ยวหลอดลุยสวน	กต.หลอดทรงเครื่อง (0.86)	กต.ทรงเครื่อง (0.74)	กต.หมูสับ (0.69)	กต.ราดหน้าปลาหมึก (0.60)	กต.ผัดขี้เมาหมู (0.59)
คอหมูย่าง	ส้มตำคอหมูย่าง (0.92)	ยำคอหมูย่าง (0.85)	หมูสะเต๊ะ (0.77)	แกงป่าหมู (0.76)	หมูแดดเดียว (0.75)
เมี่ยงชะพลู	กะเพราหมูกรอบ (0.30)	ข้าวราดกะเพราหมูชาบู (0.26)	กะเพราหมู (0.26)	ผัดผักรวมมิตรหมู (0.26)	ข้าวราดกะเพราหมูกรอบ (0.26)
ทอดมันข้าวโพดกุ้งสับ	ไข่เจียวกุ้งสับ (0.92)	ทอดมันกุ้ง (0.91)	ต้มข่ากุ้ง (0.88)	แกงป่ากุ้ง (0.88)	กุ้งแกะ 5 ตัว (0.86)
ผัดผักกะเฉดไฟแดง	ผัดผักกะเฉด (0.98)	เส้นหมี่ผัดกะเฉด (0.89)	เส้นหมี่ผัดกะเฉดไก่ (0.79)	เส้นหมี่ผัดกะเฉดทะเล (0.79)	เส้นหมี่ผัดกะเฉดหมู (0.78)
ปอเปี๊ยะข้าวเหนียวไก่ทอด	ไก่ทอด/ส้มตำ/ข้าวเหนียว (0.57)	ข้าวผัดน้ำพริกเผาหมู (0.55)	โรตีแกงเขียวหวานหมู (0.55)	ข้าวผัดเขียวหวานหมู (0.52)	ขาหมูทอดส้มตำ (0.52)
แกงจืดไข่น้ำ	แกงจืดลูกรอก (0.96)	แกงจืดรวมมิตร (0.70)	แกงจืดหมูสับสาหร่าย (0.69)	แกงจืดผักกาดขาวหมูสับ (0.67)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.66)
แกงเผ็ดยอดมะพร้าวกุ้ง	แกงป่ากุ้ง (0.70)	ทอดมันกุ้ง (0.70)	แกงเขียวหวานกุ้ง (0.68)	ต้มข่ากุ้ง (0.68)	ทอดมันข้าวโพดกุ้งสับ (0.67)
น้ำพริกกะปิปลาทูทอด	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.92)	ปลาทูทอด (0.80)	แกงส้มปลาช่อน ทอด (0.80)	ปลาช่อนทอดส้มตำ (0.79)	ผัดไทยเกี๊ยวทอด (0.76)
มะม่วงมะพร้าวปั่น	มะม่วงปั่น (0.79)	น้ำมะพร้าวปั่น (0.57)	มะยงชิดปั่น (0.52)	น้ำส้มปั่น (0.49)	น้ำมะนาวปั่น (0.43)
ทอดมันกุ้ง	ต้มข่ากุ้ง (0.97)	แกงป่ากุ้ง (0.97)	กุ้งแกะ 5 ตัว (0.95)	พล่ากุ้ง (0.94)	กุ้งกระเบื้อง (0.93)
เบียร์ไฮเนเก้น	เบียร์สิงห์ (0.71)	สลัดแฮม (0.00)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.00)	กต.หลอดทรงเครื่อง (0.00)	ปลาหมึกทอดกระเทียมพริกไทย (0.00)
แกงเขียวหวานลูกชิ้นปลากราย	โรตีแกงเขียวหวานลูกชิ้นปลากราย (0.96)	แกงป่าปลากราย (0.90)	ข้าวผัดเขียวหวานปลากราย (0.87)	ขนมจีบปลากราย (0.85)	แกงส้มปลาทูน่า (0.74)
น้ำมะพร้าวปั่น	น้ำสับปะรดปั่น (0.90)	น้ำแคนตาลูปปั่น (0.89)	น้ำลิ้นจี่ปั่น (0.89)	น้ำแตงโมปั่น (0.89)	น้ำมะนาวปั่น (0.88)
หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน	หอยแมลงภู่นิวซีแลนด์อบหม้อดิน (0.64)	กุ้งส่วนกะทะร้อน (0.56)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.51)	ออส่วนกระทะร้อน (0.44)	คะน้าฮ่องกงน้ำมันหอย (0.40)
ชามะนาว	น้ำผึ้งมะนาว (0.66)	ชาจีน (0.41)	ชาดำเย็น (0.41)	น้ำอัญชัญมะนาวโซดา (0.35)	ไก่มะนาว (0.33)
จุ๋ยก๊วย	สลัดแฮม (0.00)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.00)	กต.หลอดทรงเครื่อง (0.00)	ปลาหมึกทอดกระเทียมพริกไทย (0.00)	พล่ากุ้ง (0.00)
ชาจีน	ชาไทย (0.64)	เฉาก๊วย ชาไทย (0.63)	ไอศครีมชาไทย (0.56)	ชาดำเย็น (0.53)	ชามะนาว (0.41)
เต้าหู้น้ำแดง	น้ำเก็กฮวยรสน้ำผึ้ง (0.78)	น้ำกระเจี๊ยบ (0.77)	น้ำขิง (0.77)	น้ำมะตูม (0.76)	น้ำปลาเห็ดฟาง (0.75)
ปลาดอรี่ขี้เมากะเพรากรอบ	ปลาดุกฟูขี้เมากะเพรากรอบ (0.68)	ข้าวผัดเขียวหวานปลากราย (0.67)	โรตีแกงเขียวหวานลูกชิ้นปลากราย (0.67)	ปลากะพงทอดกรอบ (0.67)	แกงเขียวหวานลูกชิ้นปลากราย (0.65)
เส้นหมี่ผัดกะเฉดกุ้ง	กุ้งผัดหนำเลี๊ยบ (0.86)	เส้นหมี่ผัดกะเฉด (0.85)	กุ้งผัดหน่อไม้ฝรั่ง (0.85)	เส้นหมี่ผัดกะเฉดหมู (0.84)	เส้นหมี่ผัดกะเฉดไก่ (0.84)
ซี่โครงขลุกขลิก	ยำเนื้อออสเตรเลียย่าง (0.19)	ผัดมะกะโรนีขี้เมากะเพรากรอบหมู (0.18)	โรตีแกงเขียวหวานเนื้อ (0.18)	แกงเขียวหวานเนื้อพริกขี้หนู (0.17)	ข้าวต้มหมูสับ (0.16)
ทะเลรวมผัดฉ่า	ห่อหมกทะเล (0.55)	แกงส้มทะเล (0.43)	ผัดไทยทะเล (0.43)	ไข่ตุ๋นต้มยำทะเลหม้อไฟ (0.39)	ข้าวผัดทะเล (0.32)
น้ำส้มปั่น	มะยงชิดปั่น (0.94)	มะม่วงปั่น (0.82)	มะม่วงมะพร้าวปั่น (0.49)	น้ำแคนตาลูปปั่น (0.39)	น้ำแตงโมปั่น (0.38)
