label	1st	2nd	3rd	4th	5th
ผัดผักรวมมิตร	น้ำมะนาวปั่น (0.48)	น้ำพริกกะปิปลาทูทอด (0.33)	เนื้อปูผัดพริกไทยดำ (0.32)	ข้าวผัดกุนเชียง (0.29)	จุ๋ยก๊วย (0.26)
ลาบทอด	ไก่ห่อใบเตย (0.30)	น้ำแตงโมปั่น (0.22)	ไก่มะนาว (0.22)	ยำชะพลูกรอบ (0.19)	แกงส้มปลาช่อน ทอด (0.18)
หมูสะเต๊ะ	ข้าวผัดน้ำพริกลงเรือ (0.44)	โรตีแกงเขียวหวานไก่ (0.40)	ยำวุ้นเส้นพม่า (0.39)	น้ำพริกหนุ่มหมูทอด (0.36)	ข้าวผัดอเมริกัน (0.36)
เมี่ยงคำ	ข้าวราดกะเพราเจ (0.44)	ข้าวผัดไข่ (0.42)	ยำผักบุ้งกรอบเจ (0.39)	ข้าวราดกะเพราไก่ (0.37)	ผัดไทยกุ้งแม่น้ำ (0.32)
ยำชะพลูกรอบ	ไก่มะนาว (0.50)	เต้าหู้ผัดพริกกระเทียม (0.42)	เนื้อปูผัดผงกะหรี่ (0.38)	แกงส้มปลาช่อน ทอด (0.38)	ปอเปี๊ยะบานาน่าลีฟ (0.37)
ปลาหมึกนึ่งมะนาว	ผัดไทยกุ้งแม่น้ำ (0.43)	ยำปลาดุกฟู (0.37)	ปลากะพงทอดน้ำปลา (0.34)	ผัดเห็ดรวม (0.34)	น้ำมะตูม (0.34)
เส้นหมี่ผัดกะเฉด	ขาหมูทอดส้มตำ (0.35)	กต.หลอดทรงเครื่อง (0.34)	ไก่มะนาว (0.33)	ยำชะพลูกรอบ (0.31)	เบียร์สิงห์ (0.26)
กต.ราดหน้าหมูนุ่ม	ข้าวผัดทะเล (0.14)	โรตีแกงเขียวหวานเนื้อ (0.12)	กต.หลอดลุยสวน (0.11)	ปลาดอรี่ขี้เมากะเพรากรอบ (0.10)	ต้มยำโป๊ะแตก (0.08)
ข้าวผัดกุนเชียง	จุ๋ยก๊วย (0.43)	ข้าวหน้าหมูทอดกระเทียม (0.38)	ชามะนาว (0.30)	ผัดผักรวมมิตร (0.29)	ข้าวผัดกุ้ง (0.28)
ข้าวผัดซีอิ๊วหมู	ข้าวราดกะเพราหมูชาบู (0.71)	มะม่วงกวน (0.43)	น้ำแตงโมปั่น (0.25)	ปอเปี๊ยะบานาน่าลีฟ (0.17)	ไก่มะนาว (0.09)
ข้าวผัดผงกระหรี่ปลาหมึก	ยำไส้กรอก (0.72)	ข้าวราดไข่เจียวหมูสับ (0.56)	เมี่ยงชะพลู (0.28)	ผัดมะกะโรนีไก่ (0.28)	กต.เนื้อสับ (0.16)
ข้าวผัดพริกสดหมู	ข้าวผัดเขียวหวานปลากราย (0.54)	ข้าวผัดเขียวหวานกุ้ง (0.36)	กต.เนื้อสับ (0.25)	เต้าหู้น้ำแดง (0.16)	ยำกุนเชียง (0.15)
ข้าวผัดพริกสดไก่	ปลากะพงนึ่งบ๊วย (0.17)	กุ้งผัดหนำเลี๊ยบ (0.14)	เต้าหู้น้ำแดง (0.11)	ข้าวอบสัปปะรด (0.11)	ข้าวราดกะเพราเนื้อปลากะพง (0.11)
ข้าวผัดเขียวหวานหมู	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.73)	กต.ผัดแกงเขียวหวานกุ้ง (0.44)	ข้าวหมูกรอบคั่วพริกเกลือ ไข่เป็ดดาว (0.27)	กต.เนื้อสับ (0.25)	ยำปลาดุกฟู (0.20)
ข้าวผัดเขียวหวานไก่	ข้าวราดกะเพราปลาหมึก (0.32)	ผัดเห็ดรวมเจ (0.26)	กุ้งแช่น้ำปลา (0.25)	น้ำมะพร้าวปั่น (0.25)	มะยงชิดปั่น (0.22)
ข้าวราดหน้าเนื้อน้ำมันหอย	น้ำส้มปั่น (0.47)	ข้าวผัดน้ำพริกลงเรือ (0.39)	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.32)	กต.ผัดซีอิ๊วเจ (0.32)	กต.ผัดขี้เมากุ้ง (0.23)
ข้าวหน้าไก่	น้ำมะตูม (0.53)	กต.หลอดลุยสวน (0.44)	น้ำเก็กฮวยรสน้ำผึ้ง (0.26)	กุ้งกระเบื้อง (0.18)	ออส่วนกระทะร้อน (0.18)
ผัดไทยกุ้งสด	สุกี้ยากี้สูตรโบราณหมู (0.37)	สุกี้ยากี้สูตรโบราณทะเล (0.36)	หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน (0.31)	ยำปลาดุกฟู (0.27)	ปอเปี๊ยะบานาน่าลีฟ (0.26)
ยำปลาดุกฟู	ปลาหมึกนึ่งมะนาว (0.37)	น้ำส้มคั้น (0.37)	ปลากะพงทอดน้ำปลา (0.35)	ยำผักบุ้งกรอบ (0.33)	ไก่มะนาว (0.32)
ข้าวผัดน้ำพริกกะปิปลาทูทอด	ข้าวราดหน้าเนื้อน้ำมันหอย (0.32)	น้ำส้มปั่น (0.30)	น้ำมะตูม (0.28)	กต.ผัดไทยเจ (0.27)	ข้าวผัดอเมริกัน (0.25)
ยำถั่วพลู	แกงจืดเต้าหู้วุ้นเส้น สาหร่ายเจ (0.44)	ผัดกะเพราเห็ดเจ (0.44)	แกงเขียวหวานเนื้อ (0.41)	ผัดผักบุ้งไฟแดง (0.38)	กาแฟร้อน (0.36)
ต้มยำเอ็นหมู	ข้าวราดกะเพราเนื้อชัคโรล (0.53)	ปลาทูทอด (0.49)	น้ำพริกกะปิ (0.46)	ข้าวราดกะเพราหมู (0.26)	ไข่ชะอมทอด 7 ชิ้น (0.26)
กุ้งผัดหน่อไม้ฝรั่ง	แพนงหมู (0.39)	ข้าวอบสับปะรด (0.30)	เบียร์ไฮเนเก้น (0.29)	น้ำปลาเห็ดฟาง (0.27)	ทอดมันกุ้ง (0.25)
ไก่ห่อใบเตย	น้ำแตงโมปั่น (0.31)	ลาบทอด (0.30)	ไก่มะนาว (0.28)	ไอศครีมกะทิสด (0.27)	ไข่พะโล้ (0.27)
มะม่วงกวน	แกงเขียวหวานเนื้อ (0.58)	แกงจืดลูกรอก (0.48)	ข้าวราดกะเพราหมูชาบู (0.45)	ข้าวผัดซีอิ๊วหมู (0.43)	ยำถั่วพลู (0.31)
ข้าวอบสับปะรด	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.41)	น้ำพริกกะปิปลาทูทอด (0.39)	ข้าวหน้าหมูทอดกระเทียม (0.32)	หมูสะเต๊ะ (0.32)	กุ้งผัดหน่อไม้ฝรั่ง (0.30)
ต้มแซ่บหมูนุ่ม	ส้มตำคอหมูย่าง (0.47)	ปีกไก่ทอดสมุนไพร (0.42)	ยำชะพลูกรอบ (0.35)	ไก่ผัดเม็ดมะม่วงหิมพานต์ (0.34)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.27)
ข้าวราดกะเพราหมูกรอบ	น้ำมะนาว (0.37)	น้ำขิงร้อน (0.31)	น้ำตะไคร้ (0.31)	ข้าวหน้ากุ้งทอดกระเทียม (0.31)	น้ำใบเตย (0.31)
กต.เนื้อสับ	ต้มยำรวมมิตร (0.40)	ข้าวผัดพริกสดกุ้ง (0.35)	กุ้งผัดเม็ดมะม่วงหิมพานต์ (0.33)	ข้าวอบสัปปะรด (0.33)	ข้าวผัดเขียวหวานปลากราย (0.31)
กุ้งกระเบื้อง	กต.ราดหน้าทะเล (0.58)	ข้าวผัดน้ำพริกลงเรือ (0.34)	น้ำพริกหนุ่มหมูทอด (0.34)	หมูสะเต๊ะ (0.31)	ส้มตำกุ้งสด (0.23)
น้ำแคนตาลูปปั่น	เห็ดรวมทอดเจ (0.80)	กต.ราดหน้าเจ (0.62)	แพนงหมู (0.26)	เผือกทอดเจ (0.21)	กุ้งผัดหน่อไม้ฝรั่ง (0.20)
น้ำแตงโมปั่น	ปอเปี๊ยะบานาน่าลีฟ (0.45)	ไก่ห่อใบเตย (0.31)	น้ำอัญชัญมะนาวโซดา (0.31)	ไก่มะนาว (0.30)	ข้าวราดกะเพราหมูชาบู (0.27)
ต้มข่าไก่	น้ำอัญชัญมะนาว (0.45)	น้ำพริกกะปิปลาทูทอด (0.41)	น้ำใบเตย (0.40)	แกงจืดไข่น้ำ (0.30)	กะหล่ำปลีผัดน้ำปลา (0.26)
กุ้งผัดพริกขี้หนูสวน	น้ำขิง (0.53)	ปลากะพงผัดฉ่า (0.42)	เนื้อปูผัดพริกไทยดำ (0.41)	ปลากะพงมหัสจรรย์ (0.37)	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.33)
แกงจืดลูกรอก	แกงเขียวหวานเนื้อ (0.68)	มะม่วงกวน (0.48)	แกงเขียวหวานไก่ (0.37)	ยำถั่วพลู (0.36)	ยำผักบุ้งกรอบ (0.21)
กต.ผัดซีอิ๊วหมู	สุกี้ยากี้สูตรโบราณทะเล (0.29)	สลัดไข่ (0.23)	ข้าวราดกะเพรากุ้ง (0.23)	คอหมูย่าง (0.22)	น้ำมะนาว (0.20)
ยำไส้กรอก	ข้าวผัดผงกระหรี่ปลาหมึก (0.72)	ข้าวราดไข่เจียวหมูสับ (0.66)	ผัดมะกะโรนีไก่ (0.38)	เมี่ยงชะพลู (0.33)	กต.ผัดซีอิ๊วกุ้ง (0.16)
น้ำกระเจี๊ยบ	น้ำใบเตย (0.48)	น้ำมะนาว (0.46)	น้ำตะไคร้ (0.43)	คอหมูย่าง (0.25)	ข้าวราดกะเพราหมูกรอบ (0.24)
น้ำพริกหนุ่มหมูทอด	หมูสะเต๊ะ (0.36)	น้ำอัญชัญมะนาวโซดา (0.36)	ข้าวผัดน้ำพริกลงเรือ (0.36)	กุ้งกระเบื้อง (0.34)	ไก่มะนาว (0.32)
ปลาดุกฟูขี้เมากะเพรากรอบ	ปลากะพงผัดฉ่า (0.27)	ไก่มะนาว (0.25)	ยำชะพลูกรอบ (0.24)	เต้าหู้ผัดพริกกระเทียม (0.24)	เมี่ยงชะพลู (0.23)
แกงเลียงกุ้งสด	ต้มยำเนื้อปลากะพง (0.44)	ยำวุ้นเส้นพม่า (0.41)	แปะก๋วยซอง (0.36)	ทอดมันข้าวโพดกุ้งสับ (0.30)	ข้าวผัดกระเทียม (0.26)
ต้มยำกุ้ง	หมูสะเด็ด (0.43)	ผัดผักกะเฉดไฟแดง (0.40)	น้ำมะนาวโซดา (0.40)	ผัดผักบุ้งไฟแดง (0.31)	น้ำอัญชัญ (0.30)
กต.หมูสับ	ข้าวผัดซีอิ๊วปลาหมึก (0.25)	ข้าวผัดหมู (0.23)	ไก่มะนาว (0.22)	เส้นหมี่ผัดกะเฉดกุ้ง (0.16)	กต.ผัดขี้เมากุ้ง (0.12)
ข้าวผัดมันกุ้ง	กต.ทะเลน้ำพริกเผา (0.92)	ไก่มะนาว (0.17)	ข้าวราดหน้าเนื้อน้ำมันหอย (0.16)	น้ำส้มปั่น (0.15)	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.14)
ข้าวผัดอเมริกัน	กต.ผัดซีอิ๊วทะเล (0.46)	เฉาก๊วย ชาไทย (0.45)	ข้าวผัดผงกระหรี่กุ้ง (0.43)	ข้าวผัดน้ำพริกลงเรือ (0.43)	หมูสะเต๊ะ (0.36)
สลัดโรล	เมี่ยงเห็ด (0.71)	ลาบไก่ (0.60)	กะเพราไก่ (0.56)	แพนงไก่ (0.52)	ข้าวต้มกระดูกหมู (0.50)
หมูสะเด็ด	ต้มยำกุ้ง (0.43)	ไก่มะนาว (0.29)	ผัดมะกะโรนีไก่ (0.20)	เนื้อปูผัดผงกะหรี่ (0.19)	ไข่พะโล้ (0.18)
แกงส้มชะอมไข่กุ้ง	ไก่มะนาว (0.46)	หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน (0.34)	กะหล่ำปลีผัดน้ำปลา (0.33)	ห่อหมกทะเล (0.32)	ปลากะพงทอดน้ำปลา (0.28)
ไข่เจียวหมูสับ	แกงจืดเต้าหู้ หมูสับ สาหร่าย (0.31)	กะเพราปลาหมึก (0.29)	ปลากะพงทอดน้ำปลา (0.23)	น้ำมะนาวโซดา (0.22)	ยำชะพลูกรอบ (0.21)
น้ำมะนาวปั่น	ผัดผักรวมมิตร (0.48)	ส้มตำกุ้งสด (0.17)	ไก่มะนาว (0.13)	โรตีแกงเขียวหวานไก่ (0.11)	สลัดไข่ (0.11)
น้ำแดงมะนาวโซดา	ส้มตำเคลกรอบ (0.43)	ชาดำเย็น (0.38)	ส้มตำกุ้งสด (0.36)	ปลากะพงทอดน้ำปลา (0.35)	ยำผักบุ้งกรอบ (0.29)
ยำคะน้ากุ้งสด	ทอดมันกุ้ง (0.56)	สุกี้ยากี้สูตรโบราณไก่ (0.20)	กต.ราดหน้าปลากะพง (0.12)	กต.ราดหน้าเนื้อ (0.10)	กต.หลอดทรงเครื่อง (0.10)
เต้าหู้ผัดพริกกระเทียม	ชาไทย (0.55)	ข้าวผัดเจ (0.42)	ยำชะพลูกรอบ (0.42)	น้ำมะพร้าว (0.40)	ต้มยำเห็ดใส่ยอดมะพร้าวเจ (0.37)
แกงจืดเต้าหู้ หมูสับ สาหร่าย	ปลากะพงนึ่งบ๊วย (0.42)	ไข่เจียวหมูสับ (0.31)	เนื้อปูผัดผงกะหรี่ (0.29)	หมูสะเต๊ะ (0.28)	ออส่วนกระทะร้อน (0.27)
คะน้าหมูกรอบ	กะเพราหมู (0.69)	ชาดำเย็น (0.56)	ลาบวุ้นเส้นหมู (0.35)	ไข่เจียวเนื้อปู (0.28)	แกงจืดไข่น้ำ (0.27)
ปลากะพงทอดน้ำปลา	น้ำส้มคั้น (0.46)	ไก่มะนาว (0.43)	ยำผักบุ้งกรอบ (0.37)	กะหล่ำปลีผัดน้ำปลา (0.35)	น้ำแดงมะนาวโซดา (0.35)
ถั่วฝักยาวผัดพริกขิงหมูกรอบ	ข้าวผัดผงกระหรี่หมู (0.79)	ต้มแซ่บหมูเด้ง (0.52)	ต้มแซ่บหมูนุ่ม (0.27)	เมี่ยงคำ (0.20)	ไก่มะนาว (0.17)
ยำวุ้นเส้น	ออส่วนกระทะร้อน (0.43)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.35)	กต.ราดหน้าทะเล (0.33)	ไก่มะนาว (0.26)	ปลากะพงทอดน้ำปลา (0.24)
ปีกไก่ทอดสมุนไพร	ปลากะพงนึ่งมะนาว (0.55)	ต้มแซ่บหมูนุ่ม (0.42)	ยำชะพลูกรอบ (0.36)	ส้มตำคอหมูย่าง (0.27)	คอหมูย่าง (0.23)
ออส่วนกระทะร้อน	ยำวุ้นเส้น (0.43)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.33)	ซี่โครงหมูทอดกระเทียมพริกไทย (0.32)	สุกี้ยากี้สูตรโบราณหมู (0.31)	ผัดผักบุ้งไฟแดง (0.30)
แกงส้มปลาช่อน ทอด	ไข่ชะอมทอด 7 ชิ้น (0.40)	ยำชะพลูกรอบ (0.38)	ลาบหมู (0.29)	แกงเขียวหวานหมู (0.29)	ปอเปี๊ยะบานาน่าลีฟ (0.28)
ยำตะไคร้	ปลากะพงแป๊ะซะ (0.62)	สลัดปู (0.47)	ปลากะพงผัดฉ่า (0.41)	ต้มแซ่บกระดูกหมู (0.40)	ข้าวหน้าไก่ทอดกระเทียม (0.34)
ยำวุ้นเส้นพม่า	ผัดไทยห่อไข่ (0.41)	แกงเลียงกุ้งสด (0.41)	หมูสะเต๊ะ (0.39)	แกงเผ็ดยอดมะพร้าวหมู (0.38)	แปะก๋วยซอง (0.36)
ปลากะพงนึ่งมะนาว	ปีกไก่ทอดสมุนไพร (0.55)	น้ำพริกกะปิปลาทูทอด (0.26)	ทอดมันกุ้ง (0.26)	ขาหมูทอดส้มตำ (0.25)	ผัดผักรวมมิตร (0.21)
น้ำอัญชัญมะนาวโซดา	ผัดผักสี่สหายเจ (0.47)	ผัดวุ้นเส้นดอกไม้จีนเจ (0.47)	เต้าหู้ทอดเจ (0.43)	ส้มตำเจ (0.38)	เฉาก๊วย ลูกชิด ขนุน (0.37)
กุ้งผัดหนำเลี๊ยบ	ข้าวต้มหมูสับ (0.52)	มะยงชิดปั่น (0.29)	แกงจืดเต้าหู้ หมูสับ สาหร่าย (0.25)	ต้มข่ากุ้ง (0.24)	หมูสะเต๊ะ (0.23)
ข้าวผัดกุ้ง	ชามะนาว (0.69)	ข้าวผัดกุนเชียง (0.28)	ไก่มะนาว (0.27)	แกงจืดเต้าหู้ หมูสับ สาหร่าย (0.24)	หมูสะเต๊ะ (0.23)
กต.หลอดลุยสวน	ข้าวหน้าไก่ (0.44)	ข้าวผัดทะเล (0.40)	โรตีแกงเขียวหวานเนื้อ (0.34)	ปลาเปรี้ยวหวาน (0.30)	น้ำมะตูม (0.27)
คอหมูย่าง	ยำเอ็นหมู (0.35)	น้ำตะไคร้ (0.32)	กต.หลอดทรงเครื่อง (0.32)	น้ำมะนาว (0.30)	ผัดไทยกุ้งแม่น้ำ (0.30)
เมี่ยงชะพลู	ข้าวผัดน้ำพริกเผาหมู (0.43)	ยำไส้กรอก (0.33)	พล่าปลาช่อน (0.31)	ปลาช่อนทอดส้มตำ (0.30)	ข้าวผัดผงกระหรี่ปลาหมึก (0.28)
ทอดมันข้าวโพดกุ้งสับ	ชาจีน (0.40)	กะหล่ำปลีผัดน้ำปลา (0.37)	ข้าวผัดทะเล (0.33)	ต้มแซบกระดูกหมูอ่อน (0.31)	แกงเลียงกุ้งสด (0.30)
ผัดผักกะเฉดไฟแดง	น้ำมะนาวโซดา (0.44)	ต้มยำกุ้ง (0.40)	ยำหอยนางรม (0.40)	ต้มยำกุ้ง ยอดมะพร้าวอ่อน (0.39)	น้ำเก็กฮวยรสน้ำผึ้ง (0.35)
ปอเปี๊ยะข้าวเหนียวไก่ทอด	ข้าวอบสับปะรด (0.41)	พล่ากุ้ง (0.38)	กุ้งแกะ 5 ตัว (0.36)	ยำวุ้นเส้น (0.35)	น้ำพริกกะปิปลาทูทอด (0.33)
แกงจืดไข่น้ำ	หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน (0.47)	กุ้งอบวุ้นเส้น (0.46)	กะเพราหมู (0.35)	กะหล่ำปลีผัดน้ำปลา (0.33)	ต้มข่าไก่ (0.30)
แกงเผ็ดยอดมะพร้าวกุ้ง	ยำทะเล (0.85)	กต.ราดหน้าเนื้อ (0.72)	หมูแดดเดียว (0.57)	น้ำพริกกะปิปลาทูทอด (0.32)	ผัดไทยกุ้งสด (0.25)
น้ำพริกกะปิปลาทูทอด	ต้มข่าไก่ (0.41)	ข้าวอบสับปะรด (0.39)	ยำทะเล (0.34)	ปอเปี๊ยะข้าวเหนียวไก่ทอด (0.33)	ผัดผักรวมมิตร (0.33)
มะม่วงมะพร้าวปั่น	ลาบกุ้ง (0.26)	หมูน้ำตก (0.25)	แกงป่าหมู (0.15)	ข้าวหมูกรอบคั่วพริกเกลือ ไข่เป็ดดาว (0.14)	แกงส้มปลากะพง ตัว (0.13)
ทอดมันกุ้ง	ยำคะน้ากุ้งสด (0.56)	คะน้าปลาเค็ม (0.33)	ซี่โครงขลุกขลิก (0.33)	ไก่มะนาว (0.28)	ข้าวอบสับปะรด (0.26)
เบียร์ไฮเนเก้น	ทอดมันปลา (0.34)	ปลาเปรี้ยวหวาน (0.34)	โรตีแกงเขียวหวานหมู (0.31)	ปลาหมึกทอดกระเทียมพริกไทย (0.30)	กุ้งอบวุ้นเส้น (0.30)
แกงเขียวหวานลูกชิ้นปลากราย	เนื้อปูผัดผงกะหรี่ (0.37)	กต.ราดหน้าไก่ (0.30)	ไอศครีมวานิลา (0.29)	โรตีแกงเขียวหวานไก่ (0.27)	ไก่มะนาว (0.21)
น้ำมะพร้าวปั่น	แกงป่าไก่ (0.56)	ลาบวุ้นเส้นกุ้ง (0.53)	ข้าวราดกะเพราทะเล (0.53)	เส้นหมี่ผัดกะเฉดหมู (0.34)	ข้าวราดกะเพราปลาหมึก (0.33)
หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน	แกงจืดไข่น้ำ (0.47)	สุกี้ยากี้สูตรโบราณหมู (0.40)	กุ้งอบวุ้นเส้น (0.37)	กะหล่ำปลีผัดน้ำปลา (0.36)	แกงส้มชะอมไข่กุ้ง (0.34)
ชามะนาว	ข้าวผัดกุ้ง (0.69)	ข้าวผัดกุนเชียง (0.30)	ขาหมูทอดส้มตำ (0.21)	เบียร์สิงห์ (0.20)	เส้นหมี่ผัดกะเฉด (0.20)
จุ๋ยก๊วย	ข้าวผัดกุนเชียง (0.43)	ยำวุ้นเส้นพม่า (0.31)	ข้าวหน้าหมูทอดกระเทียม (0.29)	น้ำตะไคร้ร้อน (0.28)	ผัดผักรวมมิตร (0.26)
ชาจีน	ทอดมันข้าวโพดกุ้งสับ (0.40)	กะหล่ำปลีผัดน้ำปลา (0.31)	ข้าวราดกะเพราเนื้อชัคโรล (0.30)	ต้มแซบกระดูกหมูอ่อน (0.27)	ขนมผักกาดเจ (0.25)
เต้าหู้น้ำแดง	ข้าวผัดพริกสดกุ้ง (0.38)	ข้าวอบสัปปะรด (0.33)	ยำเอ็นหมู (0.27)	เอ็นหมูน้ำแดง (0.25)	แปะก๋วยซอง (0.23)
ปลาดอรี่ขี้เมากะเพรากรอบ	เต้าหู้ทอดเจ (0.26)	แกงส้มปลาช่อน ทอด (0.26)	เส้นหมี่ผัดกะเฉดกุ้ง (0.25)	เฉาก๊วย ลูกชิด ขนุน (0.18)	แกงเขียวหวานลูกชิ้นปลากราย (0.18)
เส้นหมี่ผัดกะเฉดกุ้ง	ต้มยำเจ (0.48)	ข้าวผัดซีอิ๊วปลาหมึก (0.42)	ข้าวผัดหมู (0.38)	สลัดผักสด (0.25)	ปลาดอรี่ขี้เมากะเพรากรอบ (0.25)
ซี่โครงขลุกขลิก	คะน้าปลาเค็ม (0.58)	ขนมจีบปลากราย (0.44)	ห่อหมกทะเล (0.33)	ทอดมันกุ้ง (0.33)	ยำชะพลูกรอบ (0.30)
ทะเลรวมผัดฉ่า	น้ำพริกลงเรือ (0.41)	ข้าวราดกะเพราเนื้อชัคโรล (0.37)	กต.ผัดซีอิ๊วเนื้อ (0.29)	กต.ทรงเครื่อง (0.25)	ผัดเห็ดรวม (0.23)
น้ำส้มปั่น	ข้าวราดหน้าเนื้อน้ำมันหอย (0.47)	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.30)	ข้าวผัดเขียวหวานกุ้ง (0.28)	ข้าวผัดเขียวหวานปลากราย (0.27)	แกงจืดเต้าหู้ หมูสับ สาหร่าย (0.26)
เส้นหมี่ผัดกะเฉดหมู	แกงป่าไก่ (0.56)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.44)	ต้มยำรวมมิตร (0.42)	น้ำมะพร้าวปั่น (0.34)	ปลากะพงมหัสจรรย์ (0.33)
มัสมั่นไก่	เต้าหู้ผัดถั่วงอกเจ (0.78)	เต้าหู้และเผือกทอดเจ (0.51)	ลาบทอดเจ (0.46)	ต้มยำเห็ดใส่ยอดมะพร้าวเจ (0.37)	ทอดมันข้าวโพดเจ (0.30)
ห่อหมกทะเล	ซี่โครงขลุกขลิก (0.33)	ปลากะพงทอดน้ำปลา (0.33)	ทอดมันปลา (0.33)	แกงส้มชะอมไข่กุ้ง (0.32)	ยำชะพลูกรอบ (0.29)
กะเพราหมู	คะน้าหมูกรอบ (0.69)	ชาดำเย็น (0.57)	แกงจืดไข่น้ำ (0.35)	กต.ผัดขี้เมาไก่ (0.32)	คะน้าปลาเค็ม (0.20)
กุ้งแช่น้ำปลา	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (0.31)	ไข่เจียวกุ้งสับ (0.27)	น้ำพริกหนุ่มหมูทอด (0.26)	ข้าวผัดเขียวหวานไก่ (0.25)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.25)
ข้าวราดกะเพราเจ	ข้าวผัดไข่ (0.89)	ยำผักบุ้งกรอบเจ (0.82)	ข้าวราดกะเพราไก่ (0.65)	เมี่ยงคำ (0.44)	น้ำมะนาว (0.33)
น้ำมะพร้าว	ชาไทย (0.54)	ข้าวผัดเจ (0.41)	เต้าหู้ผัดพริกกระเทียม (0.40)	ต้มยำเห็ดใส่ยอดมะพร้าวเจ (0.38)	น้ำตะไคร้ร้อน (0.32)
