label	1st	2nd	3rd	4th	5th
เส้นหมี่ผัดกะเฉด	กะเพราหมูสับเจ (1.00)	กะเพราหมูกรอบเจ (0.99)	เส้นหมี่ผัดกะเฉดไก่ (0.98)	ผัดผักรวมมิตรเจ (0.98)	เส้นหมี่ผัดกะเฉดกุ้ง (0.98)
กต.ราดหน้าหมูนุ่ม	กต.เนื้อสับ (0.99)	กต.หมูสับ (0.99)	กต.หลอดลุยสวน (0.99)	กต.หลอดทรงเครื่อง (0.98)	กต.หลอดเจ (0.95)
ข้าวผัดกุนเชียง	ปลาหมึกแดดเดียว (0.55)	ข้าวอบสัปปะรด (0.35)	ผัดไทยไก่ (0.33)	จุ๋ยก๊วย (0.32)	ไอศครีมชาไทย (0.32)
ข้าวผัดซีอิ๊วหมู	กุ้งผัดเม็ดมะม่วงหิมพานต์ (1.00)	ออส่วนกระทะร้อน (1.00)	พล่าปลาช่อน (1.00)	ปลากะพงมหัสจรรย์ (1.00)	ข้าวผัดเขียวหวานกุ้ง (1.00)
ข้าวผัดผงกระหรี่ปลาหมึก	ข้าวผัดผงกระหรี่กุ้ง (0.98)	เนื้อปูผัดผงกะหรี่ (0.97)	กุ้งผัดผงกะหรี่ (0.97)	น้ำพริกกะปิปลาทูทอด (0.97)	ข้าวผัดผงกระหรี่หมู (0.96)
ข้าวผัดพริกสดปลาหมึก	กุ้งนึ่งกระเทียม (0.99)	ต้มแซ่บกระดูกหมู (0.98)	ถั่วแขกผัดกาน่าฉ่ายเจ (0.98)	เต้าหู้ทอดเจ (0.98)	ผัดไทยทะเล (0.98)
ข้าวผัดพริกสดหมู	ผัดไทยเกี๊ยวทอด (0.99)	สุกี้ยากี้สูตรโบราณหมู (0.98)	สุกี้ยากี้สูตรโบราณไก่ (0.98)	แกงส้มปลากะพง ตัว (0.97)	ขาหมูทอดส้มตำ (0.97)
ข้าวผัดพริกสดไก่	ส้มตำคอหมูย่าง (0.96)	สุกี้ยากี้สูตรโบราณทะเล (0.96)	สลัดไข่ (0.89)	ยำวุ้นเส้นพม่า (0.88)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.87)
ข้าวผัดเขียวหวานหมู	เอ็นหมูน้ำแดง (0.99)	ข้าวผัดเขียวหวานไก่ (0.99)	ปลาหมึกนึ่งมะนาว (0.99)	ข้าวราดไข่เจียว (0.98)	ปลากะพงทอดกรอบ (0.95)
ข้าวผัดเขียวหวานเนื้อ	แกงเขียวหวานเนื้อ (0.98)	เต้าหู้น้ำแดง (0.97)	แกงเขียวหวานหมู (0.96)	แกงเขียวหวานไก่ (0.96)	กต.ผัดแกงเขียวหวานกุ้ง (0.96)
ข้าวผัดเขียวหวานไก่	ข้าวผัดเขียวหวานหมู (0.99)	เอ็นหมูน้ำแดง (0.98)	ปลาหมึกนึ่งมะนาว (0.98)	ข้าวราดไข่เจียว (0.98)	ปลากะพงทอดกรอบ (0.97)
ข้าวราดหน้าเนื้อน้ำมันหอย	กต.ราดหน้าปลากะพง (0.93)	กต.ผัดไทยเจ (0.91)	เนื้อออสเตรเลียผัดน้ำมันหอย (0.89)	ผัดเห็ดรวม (0.86)	กต.ผัดซีอิ๊วทะเล (0.84)
ข้าวหน้าไก่	ข้าวผัดไข่ (0.64)	ต้มยำไก่ (0.63)	ยำมะม่วง (0.61)	ทอดมันกุ้ง (0.60)	หมูสะเด็ด (0.59)
ข้าวอบเห็ดหอม	ปลากะพงนึ่งซีอิ๊ว (0.94)	หอยแมลงภู่นิวซีแลนด์อบเนยกระเทียม (0.94)	ปลากะพงทอดน้ำปลา (0.93)	ข้าวผัดเขียวหวานหมู (0.92)	ยำเอ็นหมู (0.92)
ผัดไทยกุ้งสด	กต.ผัดซีอิ๊วเจ (0.94)	กต.ต้มยำเจ (0.93)	ปอเปี๊ยะบานาน่าลีฟ (0.90)	ปลาดอรี่ขี้เมากะเพรากรอบ (0.90)	ซี่โครงขลุกขลิก (0.86)
ยำปลาดุกฟู	ข้าวผัดซีอิ๊วไก่ (0.66)	สปาเก็ตตี้กุ้ง (0.65)	ข้าวผัดซีอิ๊วกุ้ง (0.65)	มะพร้าวอ่อนหวานเย็น (0.64)	ผักกาดขาวน้ำมันหอย (0.62)
ข้าวผัดน้ำพริกกะปิปลาทูทอด	ผัดผักรวมมิตรหมู (0.99)	สปาเก็ตตี้ขี้เมาหมู (0.99)	ผัดผักรวมมิตรกุ้ง (0.99)	ผัดผักรวมมิตรหมูกรอบ (0.98)	น้ำพริกกะปิปลาทูทอด (0.98)
ยำถั่วพลู	ข้าวผัดซีอิ๊วไก่ (0.80)	มะพร้าวอ่อนหวานเย็น (0.79)	กุ้งผัดหน่อไม้ฝรั่ง (0.78)	น้ำเขียวมะนาวโซดา (0.77)	ผักกาดขาวน้ำมันหอย (0.77)
ต้มยำเอ็นหมู	ข้าวราดกะเพราหมูกรอบ (0.95)	ข้าวผัดน้ำพริกเผาหมู (0.93)	ข้าวผัดน้ำพริกเผากุ้ง (0.93)	กาแฟเย็น (0.91)	ข้าวผัดน้ำพริกลงเรือ (0.91)
กุ้งผัดหน่อไม้ฝรั่ง	น้ำเขียวมะนาวโซดา (0.83)	ข้าวผัดซีอิ๊วกุ้ง (0.81)	แกงส้มชะอมไข่กุ้ง (0.79)	ยำถั่วพลู (0.78)	มะพร้าวอ่อนหวานเย็น (0.74)
ไก่ห่อใบเตย	ข้าวหน้าหมูทอดกระเทียม (0.98)	ไข่เจียวหอยนางรม (0.98)	แกงจืดเต้าหู้ หมูสับ สาหร่าย (0.98)	ข้าวหน้ากุ้งทอดกระเทียม (0.98)	ซี่โครงหมูทอดกระเทียมพริกไทย (0.98)
มะม่วงกวน	หมูสะเด็ด (0.69)	ยำมะม่วง (0.69)	ข้าวต้มกุ้ง (0.68)	สลัดปู (0.67)	ข้าวผัดไข่ (0.66)
ข้าวอบสับปะรด	ปลาช่อนนึ่งมะนาว (1.00)	กุ้งอบเกลือ (1.00)	ไก่ผัดเม็ดมะม่วงหิมพานต์ (1.00)	ปลากะพงมหัสจรรย์ (1.00)	ออส่วนกระทะร้อน (1.00)
ต้มแซ่บหมูนุ่ม	เห็ดรวมทอดเจ (0.98)	แกงเขียวหวานยอดมะพร้าวเจ (0.97)	ทอดมันข้าวโพดเจ (0.96)	ข้าวหน้าคอหมูย่าง ไข่ดองซีอิ๊ว (0.96)	แกงเผ็ดยอดมะพร้าวเจ (0.93)
ข้าวราดกะเพราหมูกรอบ	ต้มยำเอ็นหมู (0.95)	ข้าวผัดน้ำพริกเผาหมู (0.89)	ข้าวผัดน้ำพริกเผากุ้ง (0.89)	กาแฟเย็น (0.88)	ข้าวผัดน้ำพริกลงเรือ (0.88)
กต.เนื้อสับ	กต.หลอดทรงเครื่อง (0.99)	กต.ราดหน้าหมูนุ่ม (0.99)	กต.หมูสับ (0.99)	กต.ทรงเครื่อง (0.98)	ซี่โครงขลุกขลิก (0.97)
กุ้งกระเบื้อง	กุ้งส่วน (0.89)	ผัดไทยกุ้งสด (0.65)	กต.ผัดซีอิ๊วเจ (0.64)	กต.ต้มยำเจ (0.64)	ปอเปี๊ยะบานาน่าลีฟ (0.63)
น้ำแคนตาลูปปั่น	กต.ราดหน้าหมูนุ่ม (0.28)	กต.หลอดทรงเครื่อง (0.27)	กต.หลอดลุยสวน (0.27)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.27)	หมูกรอบเจคั่วพริกเกลือ (0.27)
น้ำแตงโมปั่น	เบียร์สิงห์ (0.93)	กต.ผัดไทยเจ (0.85)	กาแฟเย็น (0.84)	กต.ราดหน้าปลากะพง (0.83)	โกโก้เย็น (0.82)
ต้มข่าไก่	ลาบกุ้ง (1.00)	แกงเขียวหวานเจ (1.00)	ไก่ผัดเม็ดมะม่วงหิมพานต์ (1.00)	ปลาช่อนนึ่งมะนาว (1.00)	ข้าวอบสับปะรด (1.00)
กุ้งผัดพริกขี้หนูสวน	มะม่วงมะพร้าวปั่น (0.32)	น้ำใบเตย (0.32)	กต.ทะเลน้ำพริกเผา (0.31)	เนื้อปูผัดพริกไทยดำ (0.31)	กุ้งแช่น้ำปลา (0.31)
แกงจืดลูกรอก	ต้มแซ่บหมูเด้ง (1.00)	ผัดไทยทะเล (1.00)	ขาหมูทอดส้มตำ (1.00)	ต้มแซ่บกระดูกหมู (1.00)	ข้าวผัดพริกสดกุ้ง (0.99)
กต.ผัดซีอิ๊วหมู	กต.ผัดซีอิ๊วกุ้ง (1.00)	มัสมั่นไก่ (1.00)	ส้มตำเคลกรอบ (1.00)	ข้าวราดกะเพราทะเล (0.99)	กุ้งอบวุ้นเส้น (0.99)
ยำไส้กรอก	กะหล่ำปลีผัดน้ำปลา (0.97)	เนื้อปลากะพงทอดพริกไทยดำ (0.93)	ยำเนื้อออสเตรเลียย่าง (0.93)	ส้มตำเจ (0.92)	ยำชะพลูกรอบ (0.91)
น้ำกระเจี๊ยบ	น้ำมะตูม (0.99)	ข้าวราดกะเพราหมู (0.99)	มะม่วงมะพร้าวปั่น (0.99)	น้ำพริกลงเรือ (0.99)	กต.ทะเลน้ำพริกเผา (0.99)
น้ำพริกหนุ่มหมูทอด	ผัดผักรวมมิตรเจ (0.99)	กะเพราหมูกรอบเจ (0.98)	เส้นหมี่ผัดกะเฉดกุ้ง (0.97)	กะเพราหมูสับเจ (0.97)	เส้นหมี่ผัดกะเฉด (0.97)
ปลาดุกฟูขี้เมากะเพรากรอบ	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (1.00)	ยำหอยนางรม (1.00)	ยำทะเล (1.00)	แกงเผ็ดยอดมะพร้าวกุ้ง (1.00)	แกงจืดเต้าหู้ หมูสับ สาหร่าย (1.00)
แกงเลียงกุ้งสด	ยำปลาหมึก (0.99)	เต้าหู้น้ำแดงเจ (0.98)	ทอดมันข้าวโพดกุ้งสับ (0.98)	ลาบไก่ (0.98)	น้ำส้มปั่น (0.97)
ต้มยำกุ้ง	ข้าวผัดกุ้ง (0.71)	แพนงกุ้ง (0.70)	ข้าวผัดซีอิ๊วไก่ (0.69)	ขนมจีบปลากราย (0.69)	น้ำอัญชัญ (0.69)
กต.หมูสับ	กต.ราดหน้าหมูนุ่ม (0.99)	กต.เนื้อสับ (0.99)	กต.หลอดลุยสวน (0.99)	กต.หลอดเจ (0.98)	กต.หลอดทรงเครื่อง (0.98)
ข้าวผัดมันกุ้ง	ผัดไทยไก่ (0.86)	ทอดมันปลา (0.83)	ข้าวผัดอเมริกัน (0.80)	แพนงกุ้ง (0.79)	ขนมจีบปลากราย (0.79)
ข้าวผัดอเมริกัน	ข้าวผัดหมู (0.86)	ข้าวผัดเจ (0.81)	ข้าวผัดมันกุ้ง (0.80)	แพนงกุ้ง (0.80)	ข้าวผัดกุ้ง (0.76)
สลัดโรล	ยำคะน้ากุ้งสด (0.95)	ข้าวผัดน้ำพริกเผาเนื้อปลากระพง (0.95)	ข้าวต้มเนื้อปลากระพง (0.95)	แกงเผ็ดยอดมะพร้าวไก่ (0.93)	ข้าวหน้าไก่ทอดกระเทียม (0.92)
หมูสะเด็ด	มะม่วงกวน (0.69)	ข้าวผัดไข่ (0.66)	ข้าวผัดซีอิ๊วไก่ (0.65)	ยำมะม่วง (0.65)	มะพร้าวอ่อนหวานเย็น (0.64)
แกงส้มชะอมไข่กุ้ง	กุ้งผัดหน่อไม้ฝรั่ง (0.79)	ผักกาดขาวน้ำมันหอย (0.71)	ยำถั่วพลู (0.69)	น้ำเขียวมะนาวโซดา (0.67)	ข้าวผัดซีอิ๊วกุ้ง (0.66)
ไข่เจียวหมูสับ	ข้าวราดไข่เจียวหมูสับ (1.00)	ข้าวผัดหนำเลี้ยบ (0.96)	ปอเปี๊ยะทอดเจ (0.95)	เต้าหู้น้ำแดงเจ (0.91)	ลาบไก่ (0.90)
น้ำมะนาวปั่น	น้ำขิงร้อน (0.98)	ผัดผักกะเฉดไฟแดง (0.97)	ต้มยำโป๊ะแตก (0.96)	แกงส้มผักรวม (0.95)	ยำผักบุ้งกรอบ (0.94)
น้ำแดงมะนาวโซดา	น้ำอัญชัญมะนาว (1.00)	ข้าวผัดเขียวหวานกุ้ง (1.00)	ปลาช่อนแป๊ะซะ (1.00)	กะเพราไก่ (1.00)	ผัดผักบุ้ง เจ (1.00)
ยำคะน้ากุ้งสด	ข้าวต้มเนื้อปลากระพง (0.96)	ปลากะพงทอดกรอบ (0.95)	สลัดโรล (0.95)	Evian (0.95)	ยำหอยนางรม (0.95)
เต้าหู้ผัดพริกกระเทียม	หมูกรอบเจคั่วพริกเกลือ (0.99)	แกงจืดหมูสับสาหร่าย (0.98)	โรตีแกงเขียวหวานไก่ (0.98)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.97)	ยำวุ้นเส้น (0.97)
แกงจืดเต้าหู้ หมูสับ สาหร่าย	แกงจืดเต้าหู้ วุ้นเส้น หมูสับ (1.00)	ยำหอยนางรม (1.00)	ซี่โครงหมูทอดกระเทียมพริกไทย (1.00)	ปลาดุกฟูขี้เมากะเพรากรอบ (1.00)	fruitlover (1.00)
คะน้าหมูกรอบ	ปลาช่อนทอดส้มตำ (0.96)	น้ำตะไคร้ร้อน (0.95)	แกงเขียวหวานกุ้ง (0.91)	เต้าหู้น้ำแดง (0.90)	แกงส้มผักรวม (0.90)
ปลากะพงทอดน้ำปลา	ยำเอ็นหมู (0.98)	สลัดไก่ (0.97)	แกงส้มปลาทูน่า (0.94)	ข้าวอบเห็ดหอม (0.93)	ปลากะพงนึ่งซีอิ๊ว (0.90)
ถั่วฝักยาวผัดพริกขิงหมูกรอบ	ปลากะพงสามรส (0.98)	แกงจืดหมูสับสาหร่าย (0.97)	โรตีแกงเขียวหวานไก่ (0.97)	หมูกรอบเจคั่วพริกเกลือ (0.97)	ยำวุ้นเส้น (0.97)
ยำวุ้นเส้น	ปลากะพงสามรส (0.98)	แกงจืดหมูสับสาหร่าย (0.98)	โรตีแกงเขียวหวานไก่ (0.97)	โรตีแกงเขียวหวานหมู (0.97)	ถั่วฝักยาวผัดพริกขิงหมูกรอบ (0.97)
ปีกไก่ทอดสมุนไพร	ส้มตำกุ้งสด (0.97)	ปลาเปรี้ยวหวาน (0.97)	แกงส้มผักรวม (0.89)	ผัดผักกะเฉดไฟแดง (0.88)	ยำผักบุ้งกรอบ (0.88)
ออส่วนกระทะร้อน	กุ้งผัดเม็ดมะม่วงหิมพานต์ (1.00)	ข้าวผัดซีอิ๊วหมู (1.00)	ปลากะพงมหัสจรรย์ (1.00)	พล่าปลาช่อน (1.00)	กุ้งอบเกลือ (1.00)
แกงส้มปลาช่อน ทอด	ข้าวผัดผงกระหรี่ไก่ (0.85)	ยำเนื้อออสเตรเลียย่าง (0.85)	ไก่ทอดกระเทียมพริกไทย (0.82)	กุ้งทอดกระเทียมพริกไทย (0.81)	ปูนิ่มผัดพริกไทยดำ (0.81)
ยำตะไคร้	ต้มยำไก่ (0.78)	ต้มยำเจ (0.72)	สลัดปู (0.66)	ข้าวต้มกุ้ง (0.65)	ข้าวผัดหมู (0.60)
ยำวุ้นเส้นพม่า	ส้มตำไข่เค็ม (0.98)	สลัดไข่ (0.93)	ผัดผักกะเฉดไฟแดง (0.89)	แกงส้มผักรวม (0.89)	ข้าวผัดพริกสดไก่ (0.88)
ปลากะพงนึ่งมะนาว	ข้าวต้มหมูสับ (1.00)	แกงเขียวหวานเจ (1.00)	ต้มยำเห็ดเจ (1.00)	ต้มข่าไก่ (1.00)	น้ำทะเล (0.99)
น้ำอัญชัญมะนาวโซดา	น้ำเขียวมะนาวโซดา (0.78)	ยำถั่วพลู (0.70)	ข้าวผัดซีอิ๊วไก่ (0.69)	น้ำเก็กฮวยรสน้ำผึ้ง (0.69)	ผักกาดขาวน้ำมันหอย (0.68)
กุ้งผัดหนำเลี๊ยบ	ข้าวหน้าปลาหมึกทอดกระเทียม (0.75)	แกงเลียงกุ้งสด (0.75)	เต้าหู้น้ำแดงเจ (0.74)	ลาบไก่ (0.73)	ยำผักกะเฉด (0.73)
ข้าวผัดกุ้ง	ข้าวผัดหมู (0.77)	ข้าวผัดอเมริกัน (0.76)	ข้าวผัดไก่ (0.72)	ต้มยำกุ้ง (0.71)	ข้าวผัดเจ (0.70)
กต.หลอดลุยสวน	กต.ราดหน้าหมูนุ่ม (0.99)	กต.หมูสับ (0.99)	กต.หลอดเจ (0.97)	กต.เนื้อสับ (0.97)	กต.หลอดทรงเครื่อง (0.96)
คอหมูย่าง	ต้มยำไก่ (0.58)	ข้าวผัดมันกุ้ง (0.58)	ทอดมันปลา (0.58)	ขนมจีบปลากราย (0.57)	แพนงหมู (0.57)
เมี่ยงชะพลู	แพนงกุ้ง (0.75)	แพนงหมู (0.70)	ต้มยำกุ้ง (0.67)	ขนมจีบปลากราย (0.66)	ข้าวผัดอเมริกัน (0.65)
ทอดมันข้าวโพดกุ้งสับ	ยำปลาหมึก (0.99)	แกงเลียงกุ้งสด (0.98)	ลาบไก่ (0.98)	เต้าหู้น้ำแดงเจ (0.97)	น้ำส้มปั่น (0.96)
ผัดผักกะเฉดไฟแดง	แกงส้มผักรวม (0.99)	ยำผักบุ้งกรอบ (0.98)	น้ำมะนาวปั่น (0.97)	น้ำขิงร้อน (0.95)	ต้มยำโป๊ะแตก (0.95)
ปอเปี๊ยะข้าวเหนียวไก่ทอด	น้ำขิง (0.60)	น้ำตะไคร้ (0.57)	ขนมผักกาดเจ (0.55)	ผักกาดขาวน้ำมันหอย (0.52)	ข้าวผัดซีอิ๊วไก่ (0.51)
แกงจืดไข่น้ำ	ปูนิ่มทอดกรอบ (0.99)	แกงจืดผักกาดขาวหมูสับ (0.99)	ขาหมูทอดส้มตำ (0.98)	แกงส้มเนื้อปลากะพง ทอด (0.98)	ผัดไทยทะเล (0.98)
แกงเผ็ดยอดมะพร้าวกุ้ง	ซี่โครงหมูทอดกระเทียมพริกไทย (1.00)	ปลาดุกฟูขี้เมากะเพรากรอบ (1.00)	แกงจืดเต้าหู้ หมูสับ สาหร่าย (1.00)	ข้าวหน้าหมูทอดกระเทียม (1.00)	ข้าวหมูกรอบคั่วพริกเกลือ ไข่เป็ดดาว (0.99)
น้ำพริกกะปิปลาทูทอด	ข้าวผัดน้ำพริกกะปิปลาทูทอด (0.98)	ผัดผักรวมมิตรกุ้ง (0.98)	ข้าวผัดผงกระหรี่หมู (0.98)	สปาเก็ตตี้ขี้เมาหมู (0.98)	ผัดผักรวมมิตรหมู (0.98)
มะม่วงมะพร้าวปั่น	ข้าวราดกะเพราหมู (1.00)	น้ำมะตูม (0.99)	น้ำพริกลงเรือ (0.99)	กต.ทะเลน้ำพริกเผา (0.99)	น้ำกระเจี๊ยบ (0.99)
ทอดมันกุ้ง	ยำมะม่วง (0.83)	ผัดผักบุ้งไฟแดง (0.72)	ข้าวผัดไข่ (0.72)	ทอดมันปลา (0.72)	ข้าวผัดมันกุ้ง (0.67)
เบียร์ไฮเนเก้น	พล่ากุ้ง (0.65)	ขนมผักกาดเจ (0.62)	เมี่ยงเห็ด (0.53)	น้ำแก้วมังกรปั่น (0.51)	ขนมจีบปลากราย (0.50)
แกงเขียวหวานลูกชิ้นปลากราย	ต้มข่าเห็ดเจ (0.96)	ปลากะพงทอดกระเทียม (0.96)	หอยแมลงภู่นิวซีแลนด์อบหม้อดิน (0.95)	สลัดกุ้งวาซาบิ (0.95)	แกงเขียวหวานหมูพริกขี้หนู (0.94)
น้ำมะพร้าวปั่น	น้ำสับปะรดปั่น (0.99)	ข้าวผัดน้ำพริกเผาไก่ (0.99)	ข้าวราดกะเพรากุ้ง (0.98)	กุ้งแช่น้ำปลา (0.98)	ผัดไทยห่อไข่ (0.97)
หอยแมลงภู่นิวซีแลนด์ส่วนกะทะร้อน	ผัดเห็ดรวมเจ (0.99)	ปลาหมึกผัดไข่เค็ม (0.98)	ข้าวผัดน้ำพริกเผากุ้ง (0.97)	ข้าวผัดน้ำพริกเผาหมู (0.97)	เนื้อปูผัดพริกไทยดำ (0.96)
ชามะนาว	ผัดไทยห่อไข่ (0.96)	ข้าวผัดน้ำพริกเผาไก่ (0.96)	ข้าวราดกะเพรากุ้ง (0.96)	แพนงไก่ (0.95)	น้ำมะพร้าวปั่น (0.95)
จุ๋ยก๊วย	ข้าวผัดอเมริกัน (0.68)	แพนงกุ้ง (0.68)	ข้าวอบสัปปะรด (0.67)	ข้าวผัดเจ (0.63)	ข้าวผัดมันกุ้ง (0.62)
ชาจีน	ต้มยำกุ้ง (0.58)	ต้มข่ากุ้ง (0.58)	ยำปลาดุกฟู (0.57)	น้ำขิง (0.56)	ข้าวผัดซีอิ๊วไก่ (0.56)
เต้าหู้น้ำแดง	แกงเขียวหวานหมู (1.00)	เฉาก๊วย ลูกชิด ขนุน (0.99)	แกงเขียวหวานไก่ (0.98)	แกงเขียวหวานเนื้อ (0.98)	แกงเขียวหวานกุ้ง (0.98)
ปลาดอรี่ขี้เมากะเพรากรอบ	กต.ต้มยำเจ (0.94)	กต.ผัดซีอิ๊วเจ (0.91)	ผัดไทยกุ้งสด (0.90)	ปอเปี๊ยะบานาน่าลีฟ (0.86)	ซี่โครงขลุกขลิก (0.82)
เส้นหมี่ผัดกะเฉดกุ้ง	เส้นหมี่ผัดกะเฉดหมู (1.00)	เส้นหมี่ผัดกะเฉดไก่ (1.00)	ผัดผักรวมมิตรเจ (0.99)	ปูนิ่มผัดพริกไทยดำ (0.99)	ผัดกะเพราเห็ดเจ (0.98)
ซี่โครงขลุกขลิก	กต.ทรงเครื่อง (0.98)	กต.เนื้อสับ (0.97)	กต.หลอดทรงเครื่อง (0.96)	ปอเปี๊ยะบานาน่าลีฟ (0.96)	กต.ราดหน้าหมูนุ่ม (0.95)
ทะเลรวมผัดฉ่า	น้ำปลาเห็ดฟาง (0.98)	ผัดผักรวมมิตรหมูกรอบ (0.97)	ผัดผักรวมมิตร (0.97)	หมูทอดกระเทียมพริกไทย (0.97)	กะเพราปลาหมึก (0.97)
น้ำส้มปั่น	ยำปลาหมึก (0.97)	เต้าหู้น้ำแดงเจ (0.97)	ลาบไก่ (0.97)	แกงเลียงกุ้งสด (0.97)	ข้าวหน้าปลาหมึกทอดกระเทียม (0.97)
เส้นหมี่ผัดกะเฉดหมู	เส้นหมี่ผัดกะเฉดกุ้ง (1.00)	เส้นหมี่ผัดกะเฉดไก่ (1.00)	ผัดผักรวมมิตรเจ (0.99)	ปูนิ่มผัดพริกไทยดำ (0.99)	ผัดกะเพราเห็ดเจ (0.99)
มัสมั่นไก่	ข้าวราดกะเพราทะเล (1.00)	ส้มตำเคลกรอบ (1.00)	กุ้งอบวุ้นเส้น (1.00)	ผัดไทยกุ้งแม่น้ำ (1.00)	แปะก๋วยซอง (1.00)
ห่อหมกทะเล	ข้าวราดกะเพราหมูกรอบ (0.87)	ต้มยำเอ็นหมู (0.87)	กาแฟเย็น (0.86)	แกงป่าไก่ (0.84)	ข้าวผัดน้ำพริกลงเรือ (0.83)
