label	1st	2nd	3rd	4th	5th
ปูไข่ดองไม่ยำ	สาหร่าย (0.86)	แซลมอนดองซีอิ๊ว (0.56)	ปีกไก่ทอด (0.40)	หอยนางรมทรงเครื่อง (0.32)	กุ้งดองซีอิ๊ว (0.31)
ยำฮอทดอก	ยำซั่วกุ้งสดหอยแครง (0.76)	ไส้ทอด (0.65)	ยำไข่ปลาหมึก (0.65)	ยำรวมบก (0.59)	ยำปูอัด (0.52)
ยำปูไข่ดอง	ยำกุ้งสด (0.58)	เป๊ปซี่ขนาด1ลิตร (0.46)	ยำสามชั้นทอด (0.41)	ปีกไก่ทอด (0.37)	กุ้งแก้วแช่น้ำปลา (0.35)
มิรินด้าส้ม	ยำรวมบก (0.50)	หอยแครงลวกจิ้ม (0.36)	ข้าวหมูทอด (0.33)	ยำปลาแซลมอนกุ้งสด (0.33)	ยำปูม้า สด/ลวก (0.30)
ยำซั่วกุ้งสดหอยแครง	ยำฮอทดอก (0.76)	B9 ยำสามชั้นทอด + ยำหอยนางรม + ยำไข่แดงเค็ม แถม ยำไข่เยี่ยวม้า (0.58)	ไส้ทอด (0.52)	ยำไข่ปลาหมึก (0.52)	ยำรามหอย (0.44)
ชาอู่หลง	ยำหมูยอ (0.62)	ยำไข่แดงเค็ม (0.60)	ยำปลาแซลมอนกุ้งสด (0.59)	ยำสามชั้นทอด (0.37)	ยำกุ้งทูโทน (0.28)
เลม่อน	ยำไข่เยี่ยวม้า (0.42)	แซลมอน (0.36)	มิรินด้ากรีนทรีน (0.25)	ยำรวมบก (0.20)	ยำสามชั้นทอด (0.19)
ยำรามหอย	กุ้งแก้วแช่น้ำปลา (0.66)	B9 ยำสามชั้นทอด + ยำหอยนางรม + ยำไข่แดงเค็ม แถม ยำไข่เยี่ยวม้า (0.53)	ยำไข่แมงดา (0.48)	ชาลิปตัน (0.48)	หอยนางรมทรงเครื่อง (0.47)
ปูม้าสด	ปูไข่ดอง (0.24)	กุ้งแก้วแช่น้ำปลา (0.19)	ข้าวผัด (0.18)	ยำรวมบก (0.18)	ยำกุ้งสด (0.17)
ยำหมูยอไข่แดงเค็ม	ต้มยำซุปเปอร์ตีนไก่ (0.64)	ยำปลาแซลมอนกุ้งสด (0.57)	ต้มยำกุ้ง (0.55)	ยำเล็บมือนาง (0.53)	มิร้นด้าสตรอเบอร์รี่ (0.47)
สาหร่าย	ปูไข่ดองไม่ยำ (0.86)	แซลมอนดองซีอิ๊ว (0.35)	กุ้งดองซีอิ๊ว (0.28)	ปีกไก่ทอด (0.27)	กุ้งแก้วแช่น้ำปลา (0.03)
กระหล่ำปีผัดน้ำปลา	เป๊ปซี่ขนาด1ลิตร (0.63)	ยำหอยแครง (0.57)	ปีกไก่ทอด (0.55)	ยำกุ้งลวก (0.54)	ยำปูม้า สด/ลวก (0.51)
หอยแครงลวกจิ้ม	หอยนางรมทรงเครื่อง (0.70)	ต้มยำกุ้ง (0.69)	ยำหอยแครง (0.53)	แซลมอนดองซีอิ๊ว (0.50)	กุ้งแช่นำปลา (0.49)
หมูยอ	ยำปลาหมึก (0.49)	ปลาหมึก (0.43)	ยำกุ้งลวก (0.38)	ยำหมูยอ (0.37)	ข้าวคอหมูทอด (0.37)
ปลาหมึก	ยำหอยแครง (0.58)	คอหมูทอด (0.51)	กระหล่ำปีผัดน้ำปลา (0.43)	หมูยอ (0.43)	เป๊ปซี่ขนาด1ลิตร (0.31)
ฮอทดอก	ยำกุ้งทูโทน + ข้าวหมูทอด + ยำหมูสามชั้นทอด (0.65)	ข้าวผัด (0.49)	ข้าวหมูทอดจัมโบ้ (0.43)	ยำรวมบก (0.29)	ยำไข่ปลาหมึก (0.27)
มิรินด้ากรีนทรีน	ไข่เยี่ยวม้า (0.70)	ปูไข่ดองนึ่งนมสด (0.55)	หอยแครง (0.55)	น้ำสมุนไพร (0.53)	ยำปลาแซลมอนกุ้งสด (0.43)
ปูไข่ดอง	ยำกุ้งสด + แซลมอนดองซีอิ้ว + แถมข้าวคอหมูทอดหรือยำหอยแครง (0.73)	ปูม้าสด (0.24)	ข้าวคอหมูทอดจัมโบ้ (0.22)	หอยนางรมทรงเครื่อง (0.20)	ไส้ทอด (0.20)
กะหล่ำผัด	ยำปูอัด (0.35)	ไข่ปลาหมึก (0.33)	ยำฮอทดอก (0.31)	ยำไข่ปลาหมึก (0.23)	ยำรวมบก (0.22)
ปูไข่ดองนึ่งนมสด	ไข่เยี่ยวม้า (0.73)	มิรินด้ากรีนทรีน (0.55)	ชาลิปตัน (0.50)	ยำรามหอย (0.44)	กุ้งแก้วแช่น้ำปลา (0.41)
กุ้งสุก	เล็บมือนาง (0.88)	กุ้งสด (0.68)	ยำหมูยอ (0.36)	คอหมูทอด (0.36)	ยำปลาหมึก (0.33)
ต้มยำทะเล	ยำปูอัด (0.34)	ยำไข่ปลาหมึก (0.34)	ยำคอหมูทอด (0.33)	แซลมอนซีฟู้ด (0.31)	ยำรวมบก (0.29)
เล็บมือนาง	กุ้งสุก (0.88)	กุ้งสด (0.59)	คอหมูทอด (0.35)	B9 ยำสามชั้นทอด + ยำหอยนางรม + ยำไข่แดงเค็ม แถม ยำไข่เยี่ยวม้า (0.35)	ยำหมูยอ (0.35)
แซลมอน	B9 ยำสามชั้นทอด + ยำหอยนางรม + ยำไข่แดงเค็ม แถม ยำไข่เยี่ยวม้า (0.60)	ยำฮอทดอก (0.44)	ไส้ทอด (0.42)	ยำซั่วกุ้งสดหอยแครง (0.42)	ยำรามหอย (0.40)
แซลมอนซีฟู้ด	ต้มยำทะเล (0.31)	กุ้งแก้วแช่น้ำปลา (0.28)	ยำปูอัด (0.23)	ต้มยำซุปเปอร์ตีนไก่ (0.23)	ข้าวคอหมูทอดจัมโบ้ (0.22)
ข้าวผัด	ข้าวหมูทอดจัมโบ้ (0.83)	ยำกุ้งทูโทน + ข้าวหมูทอด + ยำหมูสามชั้นทอด (0.55)	ฮอทดอก (0.49)	ยำรวมบก (0.31)	กุ้งแก้วแช่น้ำปลา (0.29)
น้ำยำปลาร้า	เฟรนฟราย จัมโบ้ (0.00)	กุ้งแช่นำปลา (0.00)	ยำเล็บมือนาง (0.00)	หอยนางรมทรงเครื่อง (0.00)	ยำปลาแซลมอนกุ้งสด (0.00)
ข้าวหมูทอด + คอหมู	ยำปูอัด (0.29)	ยำฮอทดอก (0.28)	ยำรวมบก (0.28)	ยำไข่ปลาหมึก (0.27)	ยำกุ้งสด (0.27)
ไข่เยี่ยวม้า1ฟอง	ข้าวคอหมูทอดจัมโบ้ (0.37)	ยำรวมบก (0.25)	ยำคอหมูทอด (0.24)	ยำไข่เยี่ยวม้า (0.23)	ยำหมูยอ (0.20)
น้ำสมุนไพร	มิร้นด้าสตรอเบอร์รี่ (0.80)	นักเก็ต (0.69)	ต้มยำซุปเปอร์ตีนไก่ (0.60)	มิรินด้ากรีนทรีน (0.53)	ยำปลาแซลมอนกุ้งสด (0.50)
ไข่ปลาหมึก	ยำรวมบก (0.33)	กะหล่ำผัด (0.33)	กุ้งแก้วแช่น้ำปลา (0.30)	ยำปูอัด (0.30)	ยำฮอทดอก (0.29)
ข้าวหมูทอดพิเศษ	เฟรนฟราย จัมโบ้ (0.00)	กุ้งแช่นำปลา (0.00)	ยำเล็บมือนาง (0.00)	หอยนางรมทรงเครื่อง (0.00)	ยำปลาแซลมอนกุ้งสด (0.00)
ของหวาน	ยำไข่เยี่ยวม้า (0.75)	ยำรวมหอย (0.60)	เฟรนฟราย (0.58)	ข้าวญี่ปุ่น (0.48)	ยำกุ้งลวก (0.47)
ยำกุ้งทูโทน + ข้าวหมูทอด + ยำหมูสามชั้นทอด	ฮอทดอก (0.65)	ข้าวผัด (0.55)	ข้าวหมูทอดจัมโบ้ (0.46)	ยำไข่ปลาหมึก (0.21)	ยำรวมบก (0.20)
แซลมอนดองซีอิ้ว + กุ้งดองซีอิ้ว	ข้าวหมูทอดจัมโบ้ (0.21)	ยำปูอัด (0.18)	ยำไข่ปลาหมึก (0.15)	ยำรวมบก (0.15)	ยำคอหมูทอด (0.15)
ยำแซลมอน + ยำปลาหมึก + ยำไข่ปลาหมึกแถมยำเล็บมือนาง	เฟรนฟราย จัมโบ้ (0.00)	ไข่เยี่ยวม้า (0.00)	ยำเล็บมือนาง (0.00)	หอยนางรมทรงเครื่อง (0.00)	ยำปลาแซลมอนกุ้งสด (0.00)
ยำแซลมอน + คอหมูทอดแถม ยำคอหมูหรือยำกุ้งลวก	เฟรนฟราย จัมโบ้ (0.00)	ไข่เยี่ยวม้า (0.00)	ยำเล็บมือนาง (0.00)	หอยนางรมทรงเครื่อง (0.00)	ยำปลาแซลมอนกุ้งสด (0.00)
ยำกุ้งสด + แซลมอนดองซีอิ้ว + แถมข้าวคอหมูทอดหรือยำหอยแครง	ปูไข่ดอง (0.73)	ข้าวคอหมูทอดจัมโบ้ (0.26)	แซลมอนดองซีอิ๊ว (0.16)	ไส้ทอด (0.16)	หอยนางรมทรงเครื่อง (0.15)
B9 ยำสามชั้นทอด + ยำหอยนางรม + ยำไข่แดงเค็ม แถม ยำไข่เยี่ยวม้า	แซลมอน (0.60)	ยำซั่วกุ้งสดหอยแครง (0.58)	ยำรามหอย (0.53)	เล็บมือนาง (0.35)	ชาลิปตัน (0.35)
ยำรวมหอย	ของหวาน (0.60)	นักเก็ต (0.38)	ยำไข่เยี่ยวม้า (0.37)	ยำกุ้งลวก (0.31)	ยำรวมบก (0.21)
ข้าวคอหมูทอดจัมโบ้	ไข่เยี่ยวม้า1ฟอง (0.37)	ยำคอหมูทอด (0.29)	ยำปูอัด (0.29)	ยำรวมบก (0.27)	ยำกุ้งสด + แซลมอนดองซีอิ้ว + แถมข้าวคอหมูทอดหรือยำหอยแครง (0.26)
ข้าวญี่ปุ่น	เฟรนฟราย (0.56)	ของหวาน (0.48)	ยำไข่เยี่ยวม้า (0.46)	ยำหมูยอไข่แดงเค็ม (0.42)	ต้มยำซุปเปอร์ตีนไก่ (0.41)
ข้าวหมูทอดจัมโบ้	ข้าวผัด (0.83)	ยำกุ้งทูโทน + ข้าวหมูทอด + ยำหมูสามชั้นทอด (0.46)	ฮอทดอก (0.43)	ยำรวมบก (0.25)	ยำสามชั้นทอด (0.24)
นักเก็ต	มิร้นด้าสตรอเบอร์รี่ (0.73)	น้ำสมุนไพร (0.69)	ต้มยำซุปเปอร์ตีนไก่ (0.46)	ยำหมูยอไข่แดงเค็ม (0.45)	ยำรวมหอย (0.38)
เฟรนฟราย	ของหวาน (0.58)	ข้าวญี่ปุ่น (0.56)	ยำไข่เยี่ยวม้า (0.51)	น้ำสมุนไพร (0.36)	ไข่เยี่ยวม้า (0.34)
เฟรนฟราย จัมโบ้	แซลมอนดองซีอิ๊ว (0.37)	หอยนางรมทรงเครื่อง (0.32)	ปูไข่ดองไม่ยำ (0.25)	หอยแครงลวกจิ้ม (0.21)	ยำไข่ปลาหมึก (0.19)
